model,seed,condition_id,transformation,severity,direction,parameter_name,parameter_value,accuracy,precision,recall,f1,roc_auc,delta_accuracy,delta_f1,delta_roc_auc
efficientnet_b0,123,jpeg_sev1_q80,jpeg,1,none,quality,80.0,0.75,0.875,0.5833333333333334,0.7,0.8819444444444444,-0.08333333333333337,-0.11818181818181828,-0.04166666666666674
efficientnet_b0,123,jpeg_sev2_q50,jpeg,2,none,quality,50.0,0.5833333333333334,0.75,0.25,0.375,0.7569444444444444,-0.25,-0.44318181818181823,-0.16666666666666674
efficientnet_b0,123,jpeg_sev3_q20,jpeg,3,none,quality,20.0,0.5833333333333334,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.6666666666666666,-0.25,-0.3737373737373738,-0.25694444444444453
efficientnet_b0,123,resize_sev1_s75,resize,1,none,scale,0.75,0.875,0.8461538461538461,0.9166666666666666,0.88,0.8958333333333333,0.04166666666666663,0.06181818181818177,-0.0277777777777779
efficientnet_b0,123,resize_sev2_s50,resize,2,none,scale,0.5,0.8333333333333334,0.7857142857142857,0.9166666666666666,0.8461538461538461,0.9027777777777779,0.0,0.027972027972027913,-0.02083333333333326
efficientnet_b0,123,resize_sev3_s25,resize,3,none,scale,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7847222222222223,-0.16666666666666674,-0.1515151515151516,-0.13888888888888884
efficientnet_b0,123,brightness_dark_sev1_f80,brightness_dark,1,darker,factor,0.8,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9375,0.0,0.015151515151515138,0.01388888888888884
efficientnet_b0,123,brightness_dark_sev2_f60,brightness_dark,2,darker,factor,0.6,0.875,0.8461538461538461,0.9166666666666666,0.88,0.9375,0.04166666666666663,0.06181818181818177,0.01388888888888884
efficientnet_b0,123,brightness_dark_sev3_f40,brightness_dark,3,darker,factor,0.4,0.7916666666666666,0.8181818181818182,0.75,0.782608695652174,0.9027777777777779,-0.04166666666666674,-0.035573122529644285,-0.02083333333333326
efficientnet_b0,123,brightness_bright_sev1_f120,brightness_bright,1,brighter,factor,1.2,0.7916666666666666,0.8888888888888888,0.6666666666666666,0.7619047619047619,0.9166666666666667,-0.04166666666666674,-0.05627705627705637,-0.00694444444444442
efficientnet_b0,123,brightness_bright_sev2_f140,brightness_bright,2,brighter,factor,1.4,0.75,0.875,0.5833333333333334,0.7,0.8958333333333334,-0.08333333333333337,-0.11818181818181828,-0.02777777777777779
efficientnet_b0,123,brightness_bright_sev3_f160,brightness_bright,3,brighter,factor,1.6,0.75,0.875,0.5833333333333334,0.7,0.8958333333333334,-0.08333333333333337,-0.11818181818181828,-0.02777777777777779
efficientnet_b0,2024,clean,clean,0,none,none,,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.951388888888889,0.0,0.0,0.0
efficientnet_b0,2024,jpeg_sev1_q80,jpeg,1,none,quality,80.0,0.7916666666666666,0.8181818181818182,0.75,0.782608695652174,0.875,-0.125,-0.13405797101449268,-0.07638888888888895
efficientnet_b0,2024,jpeg_sev2_q50,jpeg,2,none,quality,50.0,0.625,0.7142857142857143,0.4166666666666667,0.5263157894736842,0.7708333333333333,-0.29166666666666663,-0.39035087719298245,-0.1805555555555557
efficientnet_b0,2024,jpeg_sev3_q20,jpeg,3,none,quality,20.0,0.5833333333333334,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.6458333333333334,-0.33333333333333326,-0.4722222222222222,-0.3055555555555556
efficientnet_b0,2024,resize_sev1_s75,resize,1,none,scale,0.75,0.875,0.8,1.0,0.8888888888888888,0.9652777777777778,-0.04166666666666663,-0.02777777777777779,0.01388888888888884
efficientnet_b0,2024,resize_sev2_s50,resize,2,none,scale,0.5,0.875,0.8,1.0,0.8888888888888888,0.9236111111111112,-0.04166666666666663,-0.02777777777777779,-0.02777777777777779
efficientnet_b0,2024,resize_sev3_s25,resize,3,none,scale,0.25,0.7083333333333334,0.6666666666666666,0.8333333333333334,0.7407407407407407,0.8472222222222221,-0.20833333333333326,-0.17592592592592593,-0.10416666666666685
efficientnet_b0,2024,brightness_dark_sev1_f80,brightness_dark,1,darker,factor,0.8,0.9583333333333334,0.9230769230769231,1.0,0.96,0.9444444444444444,0.04166666666666674,0.043333333333333335,-0.006944444444444531
efficientnet_b0,2024,brightness_dark_sev2_f60,brightness_dark,2,darker,factor,0.6,0.875,0.8,1.0,0.8888888888888888,0.9375,-0.04166666666666663,-0.02777777777777779,-0.01388888888888895
efficientnet_b0,2024,brightness_dark_sev3_f40,brightness_dark,3,darker,factor,0.4,0.75,0.6875,0.9166666666666666,0.7857142857142857,0.8194444444444444,-0.16666666666666663,-0.13095238095238093,-0.13194444444444453
efficientnet_b0,2024,brightness_bright_sev1_f120,brightness_bright,1,brighter,factor,1.2,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9583333333333334,0.0,0.0,0.00694444444444442
efficientnet_b0,2024,brightness_bright_sev2_f140,brightness_bright,2,brighter,factor,1.4,0.875,0.9090909090909091,0.8333333333333334,0.8695652173913043,0.9444444444444444,-0.04166666666666663,-0.047101449275362306,-0.006944444444444531
efficientnet_b0,2024,brightness_bright_sev3_f160,brightness_bright,3,brighter,factor,1.6,0.75,0.875,0.5833333333333334,0.7,0.9513888888888888,-0.16666666666666663,-0.21666666666666667,-1.1102230246251565e-16
resnet50,42,clean,clean,0,none,none,,0.9583333333333334,0.9230769230769231,1.0,0.96,0.9791666666666666,0.0,0.0,0.0
resnet50,42,jpeg_sev1_q80,jpeg,1,none,quality,80.0,0.8333333333333334,0.9,0.75,0.8181818181818182,0.9652777777777778,-0.125,-0.14181818181818173,-0.01388888888888884
resnet50,42,jpeg_sev2_q50,jpeg,2,none,quality,50.0,0.6666666666666666,0.8333333333333334,0.4166666666666667,0.5555555555555556,0.8402777777777778,-0.29166666666666674,-0.4044444444444444,-0.13888888888888884
resnet50,42,jpeg_sev3_q20,jpeg,3,none,quality,20.0,0.5,0.0,0.0,0.0,0.701388888888889,-0.45833333333333337,-0.96,-0.2777777777777777
resnet50,42,resize_sev1_s75,resize,1,none,scale,0.75,0.875,0.8,1.0,0.8888888888888888,0.9444444444444444,-0.08333333333333337,-0.07111111111111112,-0.03472222222222221
resnet50,42,resize_sev2_s50,resize,2,none,scale,0.5,0.875,0.8,1.0,0.8888888888888888,0.9444444444444444,-0.08333333333333337,-0.07111111111111112,-0.03472222222222221
resnet50,42,resize_sev3_s25,resize,3,none,scale,0.25,0.875,0.8,1.0,0.8888888888888888,0.9375,-0.08333333333333337,-0.07111111111111112,-0.04166666666666663
resnet50,42,brightness_dark_sev1_f80,brightness_dark,1,darker,factor,0.8,0.9583333333333334,0.9230769230769231,1.0,0.96,0.9652777777777778,0.0,0.0,-0.01388888888888884
resnet50,42,brightness_dark_sev2_f60,brightness_dark,2,darker,factor,0.6,0.8333333333333334,0.7857142857142857,0.9166666666666666,0.8461538461538461,0.9305555555555556,-0.125,-0.11384615384615382,-0.04861111111111105
resnet50,42,brightness_dark_sev3_f40,brightness_dark,3,darker,factor,0.4,0.7916666666666666,0.7333333333333333,0.9166666666666666,0.8148148148148148,0.8958333333333334,-0.16666666666666674,-0.1451851851851852,-0.08333333333333326
resnet50,42,brightness_bright_sev1_f120,brightness_bright,1,brighter,factor,1.2,0.9583333333333334,0.9230769230769231,1.0,0.96,0.9791666666666666,0.0,0.0,0.0
resnet50,42,brightness_bright_sev2_f140,brightness_bright,2,brighter,factor,1.4,0.875,0.9090909090909091,0.8333333333333334,0.8695652173913043,0.9722222222222223,-0.08333333333333337,-0.09043478260869564,-0.006944444444444309
resnet50,42,brightness_bright_sev3_f160,brightness_bright,3,brighter,factor,1.6,0.75,1.0,0.5,0.6666666666666666,0.9236111111111112,-0.20833333333333337,-0.29333333333333333,-0.05555555555555547
resnet50,123,clean,clean,0,none,none,,0.9583333333333334,0.9230769230769231,1.0,0.96,0.9930555555555555,0.0,0.0,0.0
resnet50,123,jpeg_sev1_q80,jpeg,1,none,quality,80.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9583333333333334,-0.04166666666666674,-0.043333333333333335,-0.0347222222222221
resnet50,123,jpeg_sev2_q50,jpeg,2,none,quality,50.0,0.5833333333333334,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.8541666666666666,-0.375,-0.5155555555555555,-0.13888888888888884
resnet50,123,jpeg_sev3_q20,jpeg,3,none,quality,20.0,0.5,0.0,0.0,0.0,0.736111111111111,-0.45833333333333337,-0.96,-0.2569444444444444
resnet50,123,resize_sev1_s75,resize,1,none,scale,0.75,0.7916666666666666,0.7058823529411765,1.0,0.8275862068965517,0.9444444444444444,-0.16666666666666674,-0.13241379310344825,-0.04861111111111105
resnet50,123,resize_sev2_s50,resize,2,none,scale,0.5,0.7916666666666666,0.7058823529411765,1.0,0.8275862068965517,0.9375,-0.16666666666666674,-0.13241379310344825,-0.05555555555555547
resnet50,123,resize_sev3_s25,resize,3,none,scale,0.25,0.7916666666666666,0.7333333333333333,0.9166666666666666,0.8148148148148148,0.9097222222222223,-0.16666666666666674,-0.1451851851851852,-0.08333333333333315
resnet50,123,brightness_dark_sev1_f80,brightness_dark,1,darker,factor,0.8,0.875,0.9090909090909091,0.8333333333333334,0.8695652173913043,0.9791666666666667,-0.08333333333333337,-0.09043478260869564,-0.013888888888888729
resnet50,123,brightness_dark_sev2_f60,brightness_dark,2,darker,factor,0.6,0.8333333333333334,0.9,0.75,0.8181818181818182,0.951388888888889,-0.125,-0.14181818181818173,-0.04166666666666652
resnet50,123,brightness_dark_sev3_f40,brightness_dark,3,darker,factor,0.4,0.7083333333333334,0.8571428571428571,0.5,0.631578947368421,0.9375,-0.25,-0.32842105263157895,-0.05555555555555547
resnet50,123,brightness_bright_sev1_f120,brightness_bright,1,brighter,factor,1.2,0.9583333333333334,0.9230769230769231,1.0,0.96,1.0,0.0,0.0,0.006944444444444531
resnet50,123,brightness_bright_sev2_f140,brightness_bright,2,brighter,factor,1.4,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.986111111111111,-0.04166666666666674,-0.043333333333333335,-0.00694444444444442
resnet50,123,brightness_bright_sev3_f160,brightness_bright,3,brighter,factor,1.6,0.8333333333333334,0.9,0.75,0.8181818181818182,0.9513888888888888,-0.125,-0.14181818181818173,-0.04166666666666663
resnet50,2024,clean,clean,0,none,none,,0.9166666666666666,1.0,0.8333333333333334,0.9090909090909091,1.0,0.0,0.0,0.0
resnet50,2024,jpeg_sev1_q80,jpeg,1,none,quality,80.0,0.8333333333333334,1.0,0.6666666666666666,0.8,0.9652777777777778,-0.08333333333333326,-0.10909090909090902,-0.03472222222222221
resnet50,2024,jpeg_sev2_q50,jpeg,2,none,quality,50.0,0.6666666666666666,1.0,0.3333333333333333,0.5,0.7708333333333334,-0.25,-0.40909090909090906,-0.22916666666666663
resnet50,2024,jpeg_sev3_q20,jpeg,3,none,quality,20.0,0.5,0.0,0.0,0.0,0.763888888888889,-0.41666666666666663,-0.9090909090909091,-0.23611111111111105
resnet50,2024,resize_sev1_s75,resize,1,none,scale,0.75,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9722222222222223,0.0,0.007575757575757569,-0.02777777777777768
resnet50,2024,resize_sev2_s50,resize,2,none,scale,0.5,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9722222222222223,0.0,0.007575757575757569,-0.02777777777777768
resnet50,2024,resize_sev3_s25,resize,3,none,scale,0.25,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9444444444444444,0.0,0.007575757575757569,-0.05555555555555558
resnet50,2024,brightness_dark_sev1_f80,brightness_dark,1,darker,factor,0.8,0.875,1.0,0.75,0.8571428571428571,0.986111111111111,-0.04166666666666663,-0.051948051948051965,-0.01388888888888895
resnet50,2024,brightness_dark_sev2_f60,brightness_dark,2,darker,factor,0.6,0.8333333333333334,1.0,0.6666666666666666,0.8,0.9375,-0.08333333333333326,-0.10909090909090902,-0.0625
resnet50,2024,brightness_dark_sev3_f40,brightness_dark,3,darker,factor,0.4,0.6666666666666666,1.0,0.3333333333333333,0.5,0.8541666666666666,-0.25,-0.40909090909090906,-0.14583333333333337
resnet50,2024,brightness_bright_sev1_f120,brightness_bright,1,brighter,factor,1.2,0.9166666666666666,1.0,0.8333333333333334,0.9090909090909091,1.0,0.0,0.0,0.0
resnet50,2024,brightness_bright_sev2_f140,brightness_bright,2,brighter,factor,1.4,0.8333333333333334,1.0,0.6666666666666666,0.8,0.9930555555555555,-0.08333333333333326,-0.10909090909090902,-0.006944444444444531
resnet50,2024,brightness_bright_sev3_f160,brightness_bright,3,brighter,factor,1.6,0.7083333333333334,1.0,0.4166666666666667,0.5882352941176471,0.986111111111111,-0.20833333333333326,-0.320855614973262,-0.01388888888888895
xception,42,clean,clean,0,none,none,,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9652777777777778,0.0,0.0,0.0
xception,42,jpeg_sev1_q80,jpeg,1,none,quality,80.0,0.75,0.875,0.5833333333333334,0.7,0.9305555555555556,-0.16666666666666663,-0.21666666666666667,-0.03472222222222221
xception,42,jpeg_sev2_q50,jpeg,2,none,quality,50.0,0.5833333333333334,0.75,0.25,0.375,0.8680555555555556,-0.33333333333333326,-0.5416666666666666,-0.09722222222222221
xception,42,jpeg_sev3_q20,jpeg,3,none,quality,20.0,0.5,0.0,0.0,0.0,0.673611111111111,-0.41666666666666663,-0.9166666666666666,-0.29166666666666674
xception,42,resize_sev1_s75,resize,1,none,scale,0.75,0.8333333333333334,0.7857142857142857,0.9166666666666666,0.8461538461538461,0.9583333333333334,-0.08333333333333326,-0.07051282051282048,-0.00694444444444442
xception,42,resize_sev2_s50,resize,2,none,scale,0.5,0.8333333333333334,0.75,1.0,0.8571428571428571,0.951388888888889,-0.08333333333333326,-0.059523809523809534,-0.01388888888888884
xception,42,resize_sev3_s25,resize,3,none,scale,0.25,0.7916666666666666,0.7333333333333333,0.9166666666666666,0.8148148148148148,0.8888888888888888,-0.125,-0.10185185185185186,-0.07638888888888895
xception,42,brightness_dark_sev1_f80,brightness_dark,1,darker,factor,0.8,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9375,0.0,0.0,-0.02777777777777779
xception,42,brightness_dark_sev2_f60,brightness_dark,2,darker,factor,0.6,0.9166666666666666,0.8571428571428571,1.0,0.9230769230769231,0.9375,0.0,0.0064102564102564985,-0.02777777777777779
xception,42,brightness_dark_sev3_f40,brightness_dark,3,darker,factor,0.4,0.625,0.5714285714285714,1.0,0.7272727272727273,0.920138888888889,-0.29166666666666663,-0.18939393939393934,-0.04513888888888884
xception,42,brightness_bright_sev1_f120,brightness_bright,1,brighter,factor,1.2,0.875,0.9090909090909091,0.8333333333333334,0.8695652173913043,0.9583333333333333,-0.04166666666666663,-0.047101449275362306,-0.006944444444444531
xception,42,brightness_bright_sev2_f140,brightness_bright,2,brighter,factor,1.4,0.875,1.0,0.75,0.8571428571428571,0.9791666666666666,-0.04166666666666663,-0.059523809523809534,0.01388888888888884
xception,42,brightness_bright_sev3_f160,brightness_bright,3,brighter,factor,1.6,0.75,1.0,0.5,0.6666666666666666,0.9583333333333334,-0.16666666666666663,-0.25,-0.00694444444444442
xception,123,clean,clean,0,none,none,,0.9583333333333334,0.9230769230769231,1.0,0.96,0.9583333333333333,0.0,0.0,0.0
xception,123,jpeg_sev1_q80,jpeg,1,none,quality,80.0,0.8333333333333334,0.9,0.75,0.8181818181818182,0.9375,-0.125,-0.14181818181818173,-0.02083333333333326
xception,123,jpeg_sev2_q50,jpeg,2,none,quality,50.0,0.6666666666666666,0.8333333333333334,0.4166666666666667,0.5555555555555556,0.8541666666666666,-0.29166666666666674,-0.4044444444444444,-0.10416666666666663
xception,123,jpeg_sev3_q20,jpeg,3,none,quality,20.0,0.5833333333333334,1.0,0.16666666666666666,0.2857142857142857,0.7847222222222222,-0.375,-0.6742857142857143,-0.17361111111111105
xception,123,resize_sev1_s75,resize,1,none,scale,0.75,0.9166666666666666,0.8571428571428571,1.0,0.9230769230769231,0.9583333333333333,-0.04166666666666674,-0.036923076923076836,0.0
xception,123,resize_sev2_s50,resize,2,none,scale,0.5,0.9166666666666666,0.8571428571428571,1.0,0.9230769230769231,0.9444444444444444,-0.04166666666666674,-0.036923076923076836,-0.01388888888888884
xception,123,resize_sev3_s25,resize,3,none,scale,0.25,0.875,0.9090909090909091,0.8333333333333334,0.8695652173913043,0.9166666666666667,-0.08333333333333337,-0.09043478260869564,-0.04166666666666652
xception,123,brightness_dark_sev1_f80,brightness_dark,1,darker,factor,0.8,0.9583333333333334,0.9230769230769231,1.0,0.96,0.9444444444444444,0.0,0.0,-0.01388888888888884
xception,123,brightness_dark_sev2_f60,brightness_dark,2,darker,factor,0.6,0.9583333333333334,0.9230769230769231,1.0,0.96,0.9375,0.0,0.0,-0.02083333333333326
xception,123,brightness_dark_sev3_f40,brightness_dark,3,darker,factor,0.4,0.875,0.8,1.0,0.8888888888888888,0.9305555555555556,-0.08333333333333337,-0.07111111111111112,-0.02777777777777768
xception,123,brightness_bright_sev1_f120,brightness_bright,1,brighter,factor,1.2,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9444444444444444,-0.04166666666666674,-0.043333333333333335,-0.01388888888888884
xception,123,brightness_bright_sev2_f140,brightness_bright,2,brighter,factor,1.4,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9652777777777778,-0.04166666666666674,-0.043333333333333335,0.006944444444444531
xception,123,brightness_bright_sev3_f160,brightness_bright,3,brighter,factor,1.6,0.8333333333333334,0.9,0.75,0.8181818181818182,0.9652777777777778,-0.125,-0.14181818181818173,0.006944444444444531
xception,2024,clean,clean,0,none,none,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
xception,2024,jpeg_sev1_q80,jpeg,1,none,quality,80.0,0.875,1.0,0.75,0.8571428571428571,0.9722222222222223,-0.125,-0.1428571428571429,-0.02777777777777768
xception,2024,jpeg_sev2_q50,jpeg,2,none,quality,50.0,0.6666666666666666,1.0,0.3333333333333333,0.5,0.9027777777777777,-0.33333333333333337,-0.5,-0.09722222222222232
xception,2024,jpeg_sev3_q20,jpeg,3,none,quality,20.0,0.5,0.0,0.0,0.0,0.798611111111111,-0.5,-1.0,-0.20138888888888895
xception,2024,resize_sev1_s75,resize,1,none,scale,0.75,0.9583333333333334,0.9230769230769231,1.0,0.96,1.0,-0.04166666666666663,-0.040000000000000036,0.0
xception,2024,resize_sev2_s50,resize,2,none,scale,0.5,0.875,0.8,1.0,0.8888888888888888,1.0,-0.125,-0.11111111111111116,0.0
xception,2024,resize_sev3_s25,resize,3,none,scale,0.25,0.875,0.8461538461538461,0.9166666666666666,0.88,0.9305555555555555,-0.125,-0.12,-0.06944444444444453
xception,2024,brightness_dark_sev1_f80,brightness_dark,1,darker,factor,0.8,0.9583333333333334,0.9230769230769231,1.0,0.96,0.9930555555555555,-0.04166666666666663,-0.040000000000000036,-0.006944444444444531
xception,2024,brightness_dark_sev2_f60,brightness_dark,2,darker,factor,0.6,0.9166666666666666,0.8571428571428571,1.0,0.9230769230769231,0.9652777777777778,-0.08333333333333337,-0.07692307692307687,-0.03472222222222221
xception,2024,brightness_dark_sev3_f40,brightness_dark,3,darker,factor,0.4,0.8333333333333334,0.75,1.0,0.8571428571428571,0.9305555555555556,-0.16666666666666663,-0.1428571428571429,-0.06944444444444442
xception,2024,brightness_bright_sev1_f120,brightness_bright,1,brighter,factor,1.2,0.9583333333333334,1.0,0.9166666666666666,0.9565217391304348,1.0,-0.04166666666666663,-0.04347826086956519,0.0
xception,2024,brightness_bright_sev2_f140,brightness_bright,2,brighter,factor,1.4,0.9583333333333334,1.0,0.9166666666666666,0.9565217391304348,0.9930555555555555,-0.04166666666666663,-0.04347826086956519,-0.006944444444444531
xception,2024,brightness_bright_sev3_f160,brightness_bright,3,brighter,factor,1.6,0.8333333333333334,1.0,0.6666666666666666,0.8,1.0,-0.16666666666666663,-0.19999999999999996,0.0
