model,transformation,metric,n,clean_mean,transformed_mean,mean_degradation,median_degradation,ci95_lower,ci95_upper,rank_biserial,wilcoxon_W,p_raw,p_bh
xception,jpeg_sev3,SO,12,0.295327350093132,0.08825362260598198,0.20707372748715006,0.18842869355983133,0.16424569830950875,0.2562878664232718,1.0,0.0,0.00048828125,0.0029296875
xception,jpeg_sev3,IoU,12,0.19240914682730872,0.045574146284492474,0.14683500054281626,0.14013385430660008,0.11746082987040611,0.17909799538399115,1.0,0.0,0.00048828125,0.0029296875
xception,jpeg_sev3,saliency_mass,12,0.2921354654095983,0.07937815502996595,0.21275731037963239,0.18883000427327312,0.16472618739614722,0.26561412222300057,1.0,0.0,0.00048828125,0.005859375
xception,jpeg_sev3,faithfulness_blur,12,0.0027429592226754593,0.00508109707866205,-0.002338137855986591,-0.005650191202571994,-0.01871123702352266,0.022294680480637336,-0.6923076923076923,12.0,0.0341796875,0.13671875
xception,resize_sev1,SO,12,0.295327350093132,0.31347641750877825,-0.018149067415646165,-0.0010138745120783776,-0.042542422892194474,-0.0021854155763388525,-0.41025641025641024,23.0,0.2333984375,0.2546164772727273
xception,resize_sev1,IoU,12,0.19240914682730872,0.20636071274348147,-0.013951565916172791,-0.0007551930267044732,-0.03246750164915114,-0.0016445209223927794,-0.41025641025641024,23.0,0.2333984375,0.2546164772727273
xception,resize_sev1,saliency_mass,12,0.2921354654095983,0.30866524564620273,-0.016529780236604372,-0.0006771633810378763,-0.03879503138301369,-0.0021619307790960523,-0.48717948717948717,20.0,0.1513671875,0.1651278409090909
xception,resize_sev1,faithfulness_blur,12,0.0027429592226754593,-0.002914646482042043,0.005657605704717503,0.00010785958303276863,-0.004090757070734685,0.022034156916187184,0.10256410256410256,35.0,0.791015625,0.791015625
xception,resize_sev2,SO,12,0.295327350093132,0.30330158521547756,-0.007974235122345562,0.0002300346961908173,-0.0242201166311617,0.002087191265762275,0.05128205128205128,37.0,0.90966796875,0.90966796875
xception,resize_sev2,IoU,12,0.19240914682730872,0.19757848179620954,-0.005169334968900787,0.00030296917510889976,-0.017094518474530015,0.0023413213697754654,0.10256410256410256,35.0,0.791015625,0.791015625
xception,resize_sev2,saliency_mass,12,0.2921354654095983,0.2983462962800749,-0.006210830870476594,0.00012757147811273684,-0.02147356291394824,0.004285504062489591,0.07692307692307693,36.0,0.85009765625,0.85009765625
xception,resize_sev2,faithfulness_blur,12,0.0027429592226754593,-0.0013632133919434285,0.004106172614618888,0.000579187717494241,-0.001864314855782147,0.012654738401695651,0.3076923076923077,27.0,0.38037109375,0.6520647321428571
xception,resize_sev3,SO,12,0.295327350093132,0.27119864497867047,0.024128705114461618,0.010274675424492452,-0.0025203668249356857,0.05380701267331551,0.6153846153846154,15.0,0.06396484375,0.08528645833333333
xception,resize_sev3,IoU,12,0.19240914682730872,0.17331714338394819,0.019092003443360563,0.00862995780360229,-0.0012314740335844798,0.04246152088348827,0.6153846153846154,15.0,0.06396484375,0.08528645833333333
xception,resize_sev3,saliency_mass,12,0.2921354654095983,0.26874827165759496,0.02338719375200332,0.005907516305783456,-0.0011130899697446427,0.051642419955325355,0.5384615384615384,18.0,0.10986328125,0.1318359375
xception,resize_sev3,faithfulness_blur,12,0.0027429592226754593,-0.0697415299412177,0.07248448916389315,0.006368304027098296,0.0189919107744671,0.13480927104545926,0.9230769230769231,3.0,0.00244140625,0.029296875
efficientnet_b0,brightening_sev1,SO,12,0.1585148694606355,0.13202777841479704,0.026487091045838494,0.01966274324468311,0.0021751811797653927,0.05406605420397786,0.6153846153846154,15.0,0.06396484375,0.08528645833333333
efficientnet_b0,brightening_sev1,IoU,12,0.09154376257045012,0.07550801631763558,0.016035746252814554,0.01309543977171505,0.0014078047970840118,0.031192249699229145,0.6153846153846154,15.0,0.06396484375,0.095947265625
efficientnet_b0,brightening_sev1,saliency_mass,12,0.14502032719936134,0.12019585638159352,0.024824470817767775,0.015043533405975255,0.0012868621637874228,0.05336244962303576,0.5641025641025641,17.0,0.09228515625,0.1107421875
efficientnet_b0,brightening_sev1,faithfulness_blur,12,0.17940592665562685,0.20977616262088986,-0.03037023596526299,-0.0006315046861450879,-0.07997137120991515,0.014209158217274453,-0.20512820512820512,31.0,0.5693359375,0.7591145833333334
efficientnet_b0,brightening_sev2,SO,12,0.1585148694606355,0.09707988860560657,0.061434980855028944,0.04229981573085366,0.028645861347637212,0.09930096430954274,0.8461538461538461,6.0,0.0068359375,0.01171875
efficientnet_b0,brightening_sev2,IoU,12,0.09154376257045012,0.054353229731601886,0.03719053283884824,0.02926493571818121,0.018960311484431967,0.05676906274528863,0.9230769230769231,3.0,0.00244140625,0.005859375
efficientnet_b0,brightening_sev2,saliency_mass,12,0.14502032719936134,0.09209461698693792,0.05292571021242342,0.030685611037636795,0.023192579479691788,0.08869187502655082,0.8717948717948718,5.0,0.0048828125,0.009765625
efficientnet_b0,brightening_sev2,faithfulness_blur,12,0.17940592665562685,0.23465041082900337,-0.05524448417337655,-0.0019073836361067666,-0.16744532093698777,0.04206693337752999,-0.23076923076923078,30.0,0.5185546875,0.7591145833333334
efficientnet_b0,brightening_sev3,SO,12,0.1585148694606355,0.0871124175023693,0.07140245195826621,0.056266155056435355,0.03667331529820074,0.11002710583760207,0.9487179487179487,2.0,0.00146484375,0.005859375
efficientnet_b0,brightening_sev3,IoU,12,0.09154376257045012,0.047793838849825764,0.04374992372062436,0.03978663555946004,0.024415047423764574,0.06417236998069936,0.9487179487179487,2.0,0.00146484375,0.005859375
efficientnet_b0,brightening_sev3,saliency_mass,12,0.14502032719936134,0.0802244175732659,0.06479590962609545,0.039144175465952946,0.032347121464150884,0.10349856198446046,1.0,0.0,0.00048828125,0.001953125
efficientnet_b0,brightening_sev3,faithfulness_blur,12,0.17940592665562685,0.1784771267519152,0.0009287999037116695,0.00048786901223998175,-0.07981037768927149,0.07762499231302632,0.15384615384615385,33.0,0.67724609375,0.8126953125
efficientnet_b0,darkening_sev1,SO,12,0.1585148694606355,0.18574767766621114,-0.027232808205575654,-0.0217257645712756,-0.03998198744947378,-0.016005168962351192,-1.0,0.0,0.00048828125,0.005859375
efficientnet_b0,darkening_sev1,IoU,12,0.09154376257045012,0.1088769595423492,-0.017333196971899074,-0.014102655190466773,-0.024897316289554865,-0.010800182988871228,-1.0,0.0,0.00048828125,0.005859375
efficientnet_b0,darkening_sev1,saliency_mass,12,0.14502032719936134,0.17259737772279973,-0.0275770505234384,-0.019567355294236977,-0.041163492296274966,-0.016495392344531054,-1.0,0.0,0.00048828125,0.001953125
efficientnet_b0,darkening_sev1,faithfulness_blur,12,0.17940592665562685,0.16248179416427136,0.016924132491355496,0.0030856575379634207,-0.0159006566130478,0.05377155805059522,0.41818181818181815,16.0,0.275390625,0.55078125
efficientnet_b0,darkening_sev2,SO,12,0.1585148694606355,0.19807516058035157,-0.03956029111971609,-0.03385784485468232,-0.05485845482939155,-0.024318289878427615,-0.9743589743589743,1.0,0.0009765625,0.005859375
efficientnet_b0,darkening_sev2,IoU,12,0.09154376257045012,0.11639408470067981,-0.024850322130229707,-0.019959601547379704,-0.034325889370455255,-0.01558869569296435,-0.9743589743589743,1.0,0.0009765625,0.005859375
efficientnet_b0,darkening_sev2,saliency_mass,12,0.14502032719936134,0.18687100616678443,-0.04185067896742308,-0.030182117342227806,-0.056794320878638845,-0.028152585897769363,-1.0,0.0,0.00048828125,0.001953125
efficientnet_b0,darkening_sev2,faithfulness_blur,12,0.17940592665562685,0.1698273968918508,0.009578529763776019,-0.00045693822163197714,-0.039986494633501755,0.06548032107390958,-0.12727272727272726,24.0,0.76953125,0.8394886363636364
efficientnet_b0,darkening_sev3,SO,12,0.1585148694606355,0.18232474347528946,-0.02380987401465391,-0.023363347536339365,-0.05502986649989573,0.008287391751121594,-0.4358974358974359,22.0,0.20361328125,0.22212357954545456
efficientnet_b0,darkening_sev3,IoU,12,0.09154376257045012,0.10647602086956938,-0.014932258299119252,-0.014164575938532861,-0.03562555991945031,0.006034092368502256,-0.4358974358974359,22.0,0.20361328125,0.22212357954545456
efficientnet_b0,darkening_sev3,saliency_mass,12,0.14502032719936134,0.1785937138530147,-0.033573386653653364,-0.037859873666999666,-0.0666522132490396,-0.002173294779663329,-0.5897435897435898,16.0,0.0771484375,0.10286458333333333
efficientnet_b0,darkening_sev3,faithfulness_blur,12,0.17940592665562685,0.20526598709016627,-0.025860060434539422,6.855257932389523e-07,-0.0918649941656732,0.03517196988262456,-0.07692307692307693,36.0,0.85009765625,0.85009765625
efficientnet_b0,jpeg_sev1,SO,12,0.1585148694606355,0.1240684887619431,0.03444638069869241,0.034978371785215095,0.017609070727282777,0.053444350379332504,0.8974358974358975,4.0,0.00341796875,0.0068359375
efficientnet_b0,jpeg_sev1,IoU,12,0.09154376257045012,0.06918644986759147,0.022357312702858664,0.0237557806585781,0.011586036466151558,0.03384881128825197,0.8974358974358975,4.0,0.00341796875,0.005859375
efficientnet_b0,jpeg_sev1,saliency_mass,12,0.14502032719936134,0.1160238621000542,0.028996465099307145,0.023710308444891814,0.013960789975921855,0.047391491146557496,0.9743589743589743,1.0,0.0009765625,0.0029296875
efficientnet_b0,jpeg_sev1,faithfulness_blur,12,0.17940592665562685,0.1461468939846064,0.03325903267102046,0.0003683756768830867,-0.06770806352738629,0.14562899870342316,0.2727272727272727,20.0,0.4921875,0.7591145833333334
efficientnet_b0,jpeg_sev2,SO,12,0.1585148694606355,0.07542017902137026,0.08309469043926526,0.06923771698643026,0.04666727594515497,0.12105204294965052,0.9230769230769231,3.0,0.00244140625,0.0068359375
efficientnet_b0,jpeg_sev2,IoU,12,0.09154376257045012,0.039913132065328684,0.051630630505121435,0.04169411850586445,0.028554482858713034,0.07691492182104441,0.9230769230769231,3.0,0.00244140625,0.005859375
efficientnet_b0,jpeg_sev2,saliency_mass,12,0.14502032719936134,0.07287871639887848,0.07214161080048286,0.06843933650801942,0.03869813112633487,0.10666958837036106,0.8461538461538461,6.0,0.0068359375,0.01171875
efficientnet_b0,jpeg_sev2,faithfulness_blur,12,0.17940592665562685,0.05117024711914862,0.12823567953647824,0.06865776100369927,0.009832082708800628,0.2547299102129889,0.48717948717948717,20.0,0.1513671875,0.423046875
efficientnet_b0,jpeg_sev3,SO,12,0.1585148694606355,0.057073635044804914,0.1014412344158306,0.12536378159027323,0.058910745563497804,0.1407116823539365,0.8974358974358975,4.0,0.00341796875,0.0068359375
efficientnet_b0,jpeg_sev3,IoU,12,0.09154376257045012,0.028488055081153846,0.06305570748929629,0.07990238666540543,0.037054826938693684,0.088147716184691,0.8974358974358975,4.0,0.00341796875,0.005859375
efficientnet_b0,jpeg_sev3,saliency_mass,12,0.14502032719936134,0.05405000796727672,0.0909703192320846,0.09938145627312436,0.052430303814141044,0.12724772004935253,0.9487179487179487,2.0,0.00146484375,0.003515625
efficientnet_b0,jpeg_sev3,faithfulness_blur,12,0.17940592665562685,0.04476322170393277,0.13464270495169406,0.07919766565151937,-0.006397293312130774,0.27766378498099775,0.46153846153846156,21.0,0.17626953125,0.423046875
efficientnet_b0,resize_sev1,SO,12,0.1585148694606355,0.17583238783990796,-0.01731751837927245,-0.006633348285217305,-0.03418937107105911,-0.003303535703244615,-0.6923076923076923,12.0,0.0341796875,0.05126953125
efficientnet_b0,resize_sev1,IoU,12,0.09154376257045012,0.10257553941644748,-0.011031776845997371,-0.004460547792150646,-0.022377266223997376,-0.0016866714821221008,-0.5897435897435898,16.0,0.0771484375,0.10286458333333333
efficientnet_b0,resize_sev1,saliency_mass,12,0.14502032719936134,0.16155449498372956,-0.016534167784368243,-0.0037498405662682033,-0.033247785438302105,-0.002420722913366303,-0.7435897435897436,10.0,0.02099609375,0.031494140625
efficientnet_b0,resize_sev1,faithfulness_blur,12,0.17940592665562685,0.10565631564851186,0.07374961100711498,0.010610780521557435,0.020310719664591543,0.1353628575817112,0.6727272727272727,9.0,0.064453125,0.2578125
efficientnet_b0,resize_sev2,SO,12,0.1585148694606355,0.17252875390176256,-0.01401388444112707,-0.006829264162825699,-0.03392308161591167,0.0031397244557459687,-0.5384615384615384,18.0,0.10986328125,0.1318359375
efficientnet_b0,resize_sev2,IoU,12,0.09154376257045012,0.0990607010558609,-0.007516938485410765,-0.005258567380837156,-0.020245000073297516,0.0042006727890771525,-0.48717948717948717,20.0,0.1513671875,0.181640625
efficientnet_b0,resize_sev2,saliency_mass,12,0.14502032719936134,0.1598983650014654,-0.014878037802104067,-0.0021814884068712542,-0.036635360264884294,0.0037672419183195443,-0.46153846153846156,21.0,0.17626953125,0.1922940340909091
efficientnet_b0,resize_sev2,faithfulness_blur,12,0.17940592665562685,0.08775335017739394,0.0916525764782329,0.017992392766657345,0.02807713151316919,0.1684456280943289,0.8909090909090909,3.0,0.009765625,0.1171875
efficientnet_b0,resize_sev3,SO,12,0.1585148694606355,0.17382237959821703,-0.01530751013758152,-0.0019801746590596345,-0.04838697602645995,0.014914099866409009,-0.23076923076923078,30.0,0.5185546875,0.5185546875
efficientnet_b0,resize_sev3,IoU,12,0.09154376257045012,0.10138556562737944,-0.009841803056929313,-0.0005074271665727256,-0.03127393256590969,0.009083091416432886,-0.1794871794871795,32.0,0.6220703125,0.6220703125
efficientnet_b0,resize_sev3,saliency_mass,12,0.14502032719936134,0.16279474598993054,-0.017774418790569218,-0.0015728798153666484,-0.051461301289819905,0.01230299745359941,-0.20512820512820512,31.0,0.5693359375,0.5693359375
efficientnet_b0,resize_sev3,faithfulness_blur,12,0.17940592665562685,0.0355925605901505,0.14381336606547634,0.015990383708964866,0.041568617050020636,0.2569820361189457,0.696969696969697,10.0,0.0419921875,0.251953125
resnet50,brightening_sev1,SO,12,0.25842921463769697,0.2535865072843312,0.004842707353365762,0.001735913536123096,-0.00595277885800746,0.016301937123549673,0.20512820512820512,31.0,0.5693359375,0.62109375
resnet50,brightening_sev1,IoU,12,0.1556835418260996,0.1517170858201517,0.0039664560059478856,0.001475989719216031,-0.0041072443377250445,0.012753545440227412,0.28205128205128205,28.0,0.423828125,0.46235795454545453
resnet50,brightening_sev1,saliency_mass,12,0.25823693564992867,0.2573917777654865,0.0008451578844422223,-0.0011188845295954236,-0.0069831363683129175,0.008268073671913593,0.07692307692307693,36.0,0.85009765625,0.85009765625
resnet50,brightening_sev1,faithfulness_blur,12,0.04598088259290494,0.028792339377160792,0.017188543215744142,0.017950647792562592,0.000593083888846731,0.031622081063376786,0.6410256410256411,14.0,0.05224609375,0.15673828125
resnet50,brightening_sev2,SO,12,0.25842921463769697,0.23244761694608693,0.025981597691610084,0.004397742675222832,-0.0054744838856224404,0.06720959022292927,0.3076923076923077,27.0,0.38037109375,0.4564453125
resnet50,brightening_sev2,IoU,12,0.1556835418260996,0.13928409587968013,0.01639944594641946,0.0037920755828746294,-0.0036537025257647525,0.040904233751908554,0.3333333333333333,26.0,0.33935546875,0.4072265625
resnet50,brightening_sev2,saliency_mass,12,0.25823693564992867,0.2357906151797933,0.022446320470135367,0.0010020619633446942,-0.006053185611121911,0.061019324016708516,0.23076923076923078,30.0,0.5185546875,0.622265625
resnet50,brightening_sev2,faithfulness_blur,12,0.04598088259290494,-0.006788014857131027,0.05276889745003594,0.03064735496669184,0.014934917640835096,0.09502562752156257,0.717948717948718,11.0,0.02685546875,0.107421875
resnet50,brightening_sev3,SO,12,0.25842921463769697,0.18691695910170522,0.07151225553599176,0.012290070431034986,0.015166046828497037,0.13771944166023592,0.46153846153846156,21.0,0.17626953125,0.264404296875
resnet50,brightening_sev3,IoU,12,0.1556835418260996,0.11042044661781612,0.04526309520828348,0.009428923345881995,0.010524922736589582,0.08420795543791502,0.5128205128205128,19.0,0.12939453125,0.194091796875
resnet50,brightening_sev3,saliency_mass,12,0.25823693564992867,0.19395804731311309,0.06427888833681558,0.008820259825832094,0.0084118345911878,0.1313928952941525,0.4358974358974359,22.0,0.20361328125,0.305419921875
resnet50,brightening_sev3,faithfulness_blur,12,0.04598088259290494,-0.018719420339980305,0.06470030293288524,0.03889667741481461,0.0017934314503762702,0.1371965545849581,0.46153846153846156,21.0,0.17626953125,0.3021763392857143
resnet50,darkening_sev1,SO,12,0.25842921463769697,0.24663091632970768,0.011798298307989272,0.0021979937880924894,-0.0003622446578626921,0.025041182964662845,0.38461538461538464,24.0,0.26611328125,0.3548177083333333
resnet50,darkening_sev1,IoU,12,0.1556835418260996,0.1481419191510325,0.007541622675067101,0.0012439535255542034,-0.0008605183855804175,0.01670326968496094,0.3333333333333333,26.0,0.33935546875,0.4072265625
resnet50,darkening_sev1,saliency_mass,12,0.25823693564992867,0.2475765379885576,0.010660397661371083,0.0015661846356474357,-0.0010138788234610868,0.02364278037285802,0.3333333333333333,26.0,0.33935546875,0.4524739583333333
resnet50,darkening_sev1,faithfulness_blur,12,0.04598088259290494,0.039235080817283864,0.006745801775621056,0.008654831877351776,-0.0315797645918614,0.04548039635086578,0.3076923076923077,27.0,0.38037109375,0.4564453125
resnet50,darkening_sev2,SO,12,0.25842921463769697,0.2084045200506296,0.05002469458706737,0.02857284300727543,0.019281022002780947,0.08616229816673884,0.8717948717948718,5.0,0.0048828125,0.009765625
resnet50,darkening_sev2,IoU,12,0.1556835418260996,0.12377167069072864,0.031911871135370945,0.018734113259412793,0.012045155511175144,0.05526290364002595,0.8717948717948718,5.0,0.0048828125,0.008370535714285714
resnet50,darkening_sev2,saliency_mass,12,0.25823693564992867,0.21118444410305195,0.04705249154687672,0.018882515241421052,0.015597490688538194,0.08344098314299873,0.8461538461538461,6.0,0.0068359375,0.013671875
resnet50,darkening_sev2,faithfulness_blur,12,0.04598088259290494,0.024850668701691114,0.021130213891213816,0.0466618186903277,-0.05542760189254585,0.08863978808436088,0.3076923076923077,27.0,0.38037109375,0.4564453125
resnet50,darkening_sev3,SO,12,0.25842921463769697,0.16705684694076503,0.09137236769693195,0.09986844794681099,0.05860299056659759,0.12602172017863167,0.9743589743589743,1.0,0.0009765625,0.005859375
resnet50,darkening_sev3,IoU,12,0.1556835418260996,0.09668637230303834,0.05899716952306127,0.0617524258942193,0.037456897602626285,0.08168296229864841,0.9743589743589743,1.0,0.0009765625,0.005859375
resnet50,darkening_sev3,saliency_mass,12,0.25823693564992867,0.1699424510692984,0.08829448458063027,0.09734891622155406,0.056093757455255674,0.12191511415594208,0.9487179487179487,2.0,0.00146484375,0.005859375
resnet50,darkening_sev3,faithfulness_blur,12,0.04598088259290494,0.013148519059292698,0.03283236353361224,0.10677329182835149,-0.06704175967365379,0.11674405855637418,0.3076923076923077,27.0,0.38037109375,0.4564453125
resnet50,jpeg_sev1,SO,12,0.25842921463769697,0.24201770075895235,0.01641151387874459,0.009420256446572572,0.00764220959826372,0.02682323637870834,0.9487179487179487,2.0,0.00146484375,0.005859375
resnet50,jpeg_sev1,IoU,12,0.1556835418260996,0.1442382594635075,0.011445282362592112,0.00704405211645627,0.005532736461106187,0.018267292775480715,0.9487179487179487,2.0,0.00146484375,0.005859375
resnet50,jpeg_sev1,saliency_mass,12,0.25823693564992867,0.244496592721021,0.013740342928907703,0.0057306287362585695,0.004739558569324541,0.02535927907659084,0.9487179487179487,2.0,0.00146484375,0.005859375
resnet50,jpeg_sev1,faithfulness_blur,12,0.04598088259290494,0.0013846035102173318,0.044596279082687595,0.024855823777209362,0.01748486406558505,0.07722703424742981,0.9230769230769231,3.0,0.00244140625,0.029296875
resnet50,jpeg_sev2,SO,12,0.25842921463769697,0.15909173859969075,0.09933747603800624,0.11353582776904045,0.061286939540945246,0.13282073018798451,0.9230769230769231,3.0,0.00244140625,0.005859375
resnet50,jpeg_sev2,IoU,12,0.1556835418260996,0.09053867579759876,0.06514486602850085,0.07282681509143696,0.03992224867732321,0.08787383430849693,0.9230769230769231,3.0,0.00244140625,0.005859375
resnet50,jpeg_sev2,saliency_mass,12,0.25823693564992867,0.16257839658337586,0.09565853906655282,0.1119280563237609,0.057770846875963885,0.12962883803919342,0.9230769230769231,3.0,0.00244140625,0.00732421875
resnet50,jpeg_sev2,faithfulness_blur,12,0.04598088259290494,-0.10133409321523529,0.1473149758081402,0.14017657877577952,0.06548253908062462,0.2367092750218781,0.7948717948717948,8.0,0.01220703125,0.0732421875
resnet50,jpeg_sev3,SO,12,0.25842921463769697,0.06266942041814229,0.1957597942195547,0.18128145662101833,0.14810678336209226,0.24571189929365914,1.0,0.0,0.00048828125,0.005859375
resnet50,jpeg_sev3,IoU,12,0.1556835418260996,0.033107322665860674,0.12257621916023893,0.12050544138595679,0.09471133325339122,0.14961053368144298,1.0,0.0,0.00048828125,0.005859375
resnet50,jpeg_sev3,saliency_mass,12,0.25823693564992867,0.0638334050082871,0.19440353064164154,0.1776745479681844,0.14513229777603545,0.2470487791927758,1.0,0.0,0.00048828125,0.005859375
resnet50,jpeg_sev3,faithfulness_blur,12,0.04598088259290494,-0.07801816557364032,0.12399904816654524,0.07058705624820835,0.031058660842287082,0.222291348695273,0.5897435897435898,16.0,0.0771484375,0.18515625
resnet50,resize_sev1,SO,12,0.25842921463769697,0.2685619497747967,-0.010132735137099703,-0.003888512560186616,-0.019405334228529733,-0.003317687300247328,-0.9230769230769231,3.0,0.00244140625,0.005859375
