model,seed,video_id,transformation,prob_fake,correct,SO,IoU,saliency_mass,hit_rate,saliency_entropy,faithfulness,faithfulness_blur,faithfulness_zero,faithfulness_mean,ES_cos,explanation_IoU
xception,2024,097_033,brightening_sev3,0.446910718853332,0.42142857142857143,0.09050913066658364,0.059182203582693146,0.08590701747288809,0.07150041050903115,12.643879799273215,0.013913475021812775,0.013913475021812775,0.41164119906571933,0.38861363268590554,0.44861879764779256,0.30128993687343475
xception,2024,097_033,clean,0.9533509805308497,0.9568965517241379,0.22148016125501901,0.16699235891276487,0.22440429019671188,0.27579022988505747,11.771767470636979,-0.005972573532220424,-0.005972573532220424,0.7935541423416859,0.7526339543850652,,
xception,2024,097_033,darkening_sev1,0.9586650454944168,0.958128078817734,0.22198237556351114,0.1671326432613746,0.2235210759633073,0.2862068965517241,11.786844362766285,0.0054404487831373,0.0054404487831373,0.791791212484924,0.7561352719663496,0.993647681193793,0.948744979307839
xception,2024,097_033,darkening_sev2,0.9756411248570299,0.979064039408867,0.23534004731911357,0.17875280320918946,0.23603840828665384,0.3075225779967159,11.75866066085294,0.0052660237435766,0.0052660237435766,0.7916666373677737,0.7686226509555055,0.9779600803831316,0.9013702613837378
xception,2024,097_033,darkening_sev3,0.9948230624290669,0.9963054187192117,0.26255070440115974,0.2041240765975016,0.25737548151788775,0.32590311986863707,11.783774412001295,0.0001340973479994417,0.0001340973479994417,0.8063777984532854,0.7634629273814668,0.9470081562071699,0.8439562154082116
xception,2024,097_033,jpeg_sev1,0.5746872364920438,0.5471982758620689,0.12367721987676372,0.0880879041839507,0.1259309947369743,0.11506568144499173,12.483294892457906,0.07491274847880718,0.07491274847880718,0.5114737407958834,0.4817479750387881,0.5564838764287307,0.41168072726911187
xception,2024,097_033,jpeg_sev2,0.018345029642914297,0.0,0.043208702176221477,0.025842480374576926,0.04006566363268725,0.00625,13.106166490075623,0.009423157545391025,0.009423157545391025,0.0161294967818757,0.015478495423335174,0.11048163304348198,0.04635425073305423
xception,2024,097_033,jpeg_sev3,0.0033007607942662004,0.0,0.027551511107514175,0.016113199241602275,0.033758035974826725,0.008333333333333325,13.162846065389697,0.002562518245243975,0.002562518245243975,0.002637006409488175,0.00261097435693565,0.09849931475549567,0.02550705257894685
xception,2024,097_033,resize_sev1,0.9949637706955812,0.9963054187192117,0.2589004631077122,0.2002999999290612,0.25222045377099866,0.32467159277504104,11.789327735619004,0.0028197859702952972,0.0028197859702952972,0.7805778896584052,0.7996193136212421,0.9524723886076195,0.8371820453263029
xception,2024,097_033,resize_sev2,0.9692315654553877,0.9741379310344828,0.21530941728773037,0.16123924877380014,0.20639353729589288,0.2677442528735632,12.161293393520298,0.005430473110597226,0.005430473110597226,0.7266791784751637,0.7700946093439422,0.9064762407512059,0.7278028357768879
xception,2024,097_033,resize_sev3,0.6470612313262912,0.6342364532019704,0.09925271674813638,0.06652449444048714,0.10531308702236765,0.09053776683087023,12.591142856986652,-0.2675464451102553,-0.2675464451102553,0.19562057321042442,0.20831660530799442,0.4917968708413786,0.2796164278110548
xception,2024,360_437,brightening_sev1,0.9968725286379312,1.0,0.4331957510163686,0.2828313324328964,0.4301493188800264,0.4481768490970732,15.570394769619224,-0.00312719889341365,-0.00312719889341365,0.753812047806327,0.257828916908692,0.9951347043435768,0.9424757665577085
xception,2024,360_437,brightening_sev2,0.9560721677750615,0.9838787794921471,0.3950571611419047,0.2501097715704571,0.3959656688847883,0.39621531861897186,15.633379001926897,-0.03832462200858725,-0.03832462200858725,0.7045207271276502,0.22552892309992095,0.9570109225602939,0.8302550456541571
xception,2024,360_437,brightening_sev3,0.20313880215870328,0.09475541410087865,0.06237765123927505,0.02911756060616895,0.09401360363960327,0.016121220507853,17.15647748360739,-0.03153509173194225,-0.03153509173194225,0.15669858408586387,0.12393586047353675,0.15373571841676353,0.04683203874792247
xception,2024,360_437,clean,0.9896895912423238,0.9889123365391268,0.4332113640007966,0.2829703217963217,0.4308111017100906,0.44985470144606654,15.550238444534115,-0.008658986815474225,-0.008658986815474225,0.7753878666963311,0.4202769244781658,,
xception,2024,360_437,darkening_sev1,0.9869051775464937,0.9889123365391268,0.43176152996268025,0.2812922899702105,0.43098356019584383,0.45500934062132425,15.532467093705586,-0.005925050120918474,-0.005925050120918474,0.7831714448431351,0.5727390783278897,0.9963627726337299,0.9484643260831529
xception,2024,360_437,darkening_sev2,0.9872127635897934,0.9872344841901336,0.4296851519037602,0.2789570540999341,0.42907251906377564,0.4370891856362001,15.538294056827269,-0.002056736252402375,-0.002056736252402375,0.769651119766406,0.6076294256762543,0.9882499115225523,0.9082414416525928
xception,2024,360_437,darkening_sev3,0.9936400702172791,0.9905901888881201,0.43219795254761134,0.2811685299260998,0.4286561789486699,0.45500934062132425,15.586559319920106,-0.0037532678673129,-0.0037532678673129,0.7276984054054211,0.5454224432324803,0.9843197210193398,0.8912627690008871
xception,2024,360_437,jpeg_sev1,0.9673482354206873,0.9872344841901336,0.4163622988682876,0.2685439278788179,0.41551939647346164,0.43025669411194906,15.546970218240633,-0.0296972720187662,-0.0296972720187662,0.7985338494836968,0.444904485757174,0.9842100885678818,0.9048207720672434
xception,2024,360_437,jpeg_sev2,0.47114187874165936,0.4415346294886874,0.19086263019427374,0.11152624379728526,0.2089867625246259,0.20101363038815467,16.395627323322326,-0.2105676309049136,-0.2105676309049136,0.4013219052125212,0.26910961362690045,0.5655458957612217,0.38118756903063766
xception,2024,360_437,jpeg_sev3,0.006270308352634825,0.0,0.0490207406477701,0.0219430610872144,0.06276237877170868,0.07569362762056317,17.09559915087705,0.003450934257552325,0.003450934257552325,0.006039047287953325,0.0052573463674695994,0.0309421955528052,0.0009115091256384249
xception,2024,360_437,resize_sev1,0.9798464540126419,0.9855566318411403,0.43082156769954555,0.2804029654259823,0.42860774290843306,0.4541098733826887,15.55053676620599,-0.009867325031560575,-0.009867325031560575,0.777040578336135,0.5149793400953908,0.9961266301900031,0.9588035148572182
xception,2024,360_437,resize_sev2,0.9792269552808925,0.9855566318411403,0.42840565451619045,0.2779889339483034,0.42564924567783485,0.44985470144606654,15.557657663511883,-0.010010168230471425,-0.010010168230471425,0.7698933992296841,0.547526187181915,0.9916078308955237,0.9268390402794693
xception,2024,360_437,resize_sev3,0.9298624682501743,0.921729052791808,0.41091453415869694,0.26298313964997194,0.40796890217261317,0.407302982079845,15.58498081612948,-0.04307617015955827,-0.04307617015955827,0.7214932843828457,0.5934085540695547,0.9588545750481051,0.8364528479431705
xception,2024,435_456,brightening_sev1,0.9329029783648595,0.942171605484299,0.20706280545839645,0.15125105424669366,0.20893992692891297,0.2619139761167625,12.814347243425013,-0.02821268370833865,-0.02821268370833865,0.8072047607115913,0.5941660654668144,0.988848670456359,0.9118803984228
xception,2024,435_456,brightening_sev2,0.95800489468043,0.9613555948695266,0.21670861329798816,0.16113496585041454,0.21861820322839853,0.2560675586023883,12.789486331150943,-0.020551523381797672,-0.020551523381797672,0.8388464027721354,0.5486580029451482,0.969888970581777,0.8656846387217992
xception,2024,435_456,brightening_sev3,0.8973454048346379,0.9150403582485627,0.2031574072643095,0.15013848846787564,0.2027996046047878,0.24199745687748783,12.907066671195047,-0.05982851704516623,-0.05982851704516623,0.788724077139024,0.4830001905649051,0.9609808215432394,0.8339138167917768
xception,2024,435_456,clean,0.9266119949926495,0.942171605484299,0.20072024648231462,0.14548426752344737,0.20430248554102523,0.24409829721362228,12.829621279677266,-0.02362587274760315,-0.02362587274760315,0.7657765988241972,0.6047404867908192,,
xception,2024,435_456,darkening_sev1,0.9353271189785437,0.9566978107032287,0.2038068696128645,0.14783092921744476,0.2085200520291599,0.24784387439186198,12.81641110884621,-0.02285865146223645,-0.02285865146223645,0.753173745590577,0.6092972188083912,0.9813837153109971,0.9099521654494256
xception,2024,435_456,darkening_sev2,0.9432430456553934,0.9662898053958424,0.20281048459809808,0.14614469243106007,0.20700752724346977,0.24574303405572753,12.852229726006108,-0.030359096545643626,-0.030359096545643626,0.7457605166713714,0.610363960459713,0.9629312298932022,0.8652934234476344
xception,2024,435_456,darkening_sev3,0.978769342609043,0.983829057938965,0.21125907161774785,0.15475654456444804,0.21556573490120665,0.2457430340557275,12.810794703217534,-0.00562660158127315,-0.00562660158127315,0.7529418477234553,0.5495609983089809,0.9524191163280386,0.8510870322634465
xception,2024,435_456,jpeg_sev1,0.42698938818858595,0.37873175586023883,0.119121628616906,0.0817422133239438,0.1119703298535851,0.16197202565236618,13.621135535624004,0.00575672437675245,0.00575672437675245,0.39341565153201863,0.33378280981469544,0.5096571566622178,0.3652785806043999
xception,2024,435_456,jpeg_sev2,0.0085034291540672,0.0,0.03463311648559765,0.020814372781606624,0.03147873692996255,0.011236731534719125,14.333710387078916,0.0075119770208821246,0.0075119770208821246,0.008105719716076275,0.00797426204420535,0.0863577915263902,0.019860389956879
xception,2024,435_456,jpeg_sev3,0.000716362741176875,0.0,0.0145285425100637,0.00958540843676265,0.023771288816046524,0.01050420168067225,14.333578924711485,0.0005221523690114749,0.0005221523690114749,0.0006370087286720251,0.000624058362101075,0.07366765979086555,0.01358686328151815
xception,2024,435_456,resize_sev1,0.9807023010037472,0.9821843210968598,0.2092729249227092,0.15217662056326645,0.21420607423795995,0.25323418841220696,12.803605695561147,-0.0104700806256167,-0.0104700806256167,0.7264583611067228,0.7105021075475224,0.9495101848390195,0.8475752490124805
xception,2024,435_456,resize_sev2,0.9470912075793777,0.9662898053958424,0.19926886382311804,0.14245909888726038,0.20465640658426662,0.2473877708978328,12.981472937763396,-0.0343571417577904,-0.0343571417577904,0.710149600538901,0.7095933791949023,0.8866297918102607,0.7260129524150758
xception,2024,435_456,resize_sev3,0.5753131837386286,0.558782065457762,0.08803108399188263,0.05697095973440685,0.09345970695290165,0.08450353825740818,13.597156131573346,-0.2930798946851048,-0.2930798946851048,0.3004896007167376,0.3293340781471044,0.48454368432598116,0.2911204966175963
xception,2024,437_360,brightening_sev1,0.9875350904214804,0.9983221476510067,0.5590995588097732,0.3202100466617357,0.5572788804731672,0.5302878295163634,15.693056476575599,-0.01069901419833715,-0.01069901419833715,0.716009674313807,0.6650637413952863,0.9780131307812788,0.8386360624687692
xception,2024,437_360,brightening_sev2,0.8190559374324069,0.8703037431675085,0.4609797553646723,0.25293978416464685,0.46953858628678,0.45668719297031757,15.955270868069258,-0.09304177089943103,-0.09304177089943103,0.5904731293115575,0.48837732655447413,0.8147044308337248,0.5822853788659772
xception,2024,437_360,brightening_sev3,0.7040921305016083,0.7534421919324708,0.4061742032801519,0.21371844267159887,0.4192652946826397,0.41461980211720745,16.044399483710485,-0.12588269118349843,-0.12588269118349843,0.5037720687461955,0.4436309395297693,0.7189741958681463,0.49072123791792055
xception,2024,437_360,clean,0.9995751935345059,1.0,0.597163884468028,0.35147564278889354,0.5825669789374794,0.5328651491039923,15.700659089473458,-0.00042480646549420764,-0.00042480646549420764,0.703824951761989,0.5984667350702972,,
xception,2024,437_360,darkening_sev1,0.9997125438449376,1.0,0.5977199626957415,0.3518737512664468,0.582719540256956,0.5328651491039923,15.698887267278023,-0.000287456155062477,-0.000287456155062477,0.6481771931891964,0.5593732414862643,0.9995500500006111,0.9781595305394757
xception,2024,437_360,darkening_sev2,0.9999450590382362,1.0,0.5988944451235942,0.353200688702427,0.5820147297816658,0.5328651491039923,15.728942428469567,-5.494096176372975e-05,-5.494096176372975e-05,0.5553128096142096,0.4634847048091915,0.998334036369144,0.9585239475980478
xception,2024,437_360,darkening_sev3,0.9999989837373011,1.0,0.6035569065322708,0.35754885161565436,0.5817082425179979,0.5277105099287345,15.802923108404222,-1.0162626988480495e-06,-1.0162626988480495e-06,0.43179138999651157,0.31195621405332696,0.9939826041328503,0.9235425030201043
xception,2024,437_360,jpeg_sev1,0.9968664847133415,1.0,0.5892966487202043,0.34465966625302424,0.5785621823734293,0.5302878295163634,15.664364537359365,-0.003133514686611575,-0.003133514686611575,0.7519562379967083,0.6572857595802835,0.9972793485396959,0.9443568890891809
xception,2024,437_360,jpeg_sev2,0.28082223770880804,0.2586660208953158,0.35494528456058344,0.1893169766759114,0.34696484709838493,0.3782951636338476,16.684815954091448,-0.08425789787664865,-0.08425789787664865,0.25616349884453865,0.24132678585078438,0.3492668468181478,0.22581460544608248
xception,2024,437_360,jpeg_sev3,0.000432467144926,0.0,0.3214542056784171,0.15927397033980195,0.23998915184680686,0.3902476994395627,17.17446839028326,0.00037037130522455,0.00037037130522455,0.0003830695993337,0.00037831082807369997,0.017811020355887625,0.00041510477628475
xception,2024,437_360,resize_sev1,0.9995691382976946,1.0,0.5947634344753334,0.34948285690386427,0.580772583332422,0.5328651491039923,15.692852544923113,-0.000430861702305425,-0.000430861702305425,0.7537975562777954,0.6491649294808061,0.9996289034633681,0.9792769798685443
xception,2024,437_360,resize_sev2,0.999139411267315,1.0,0.5931639710612704,0.34798042641583005,0.5800923770642057,0.5328651491039923,15.691847373282366,-0.0008605883326537001,-0.0008605883326537001,0.7761447338213001,0.6896495750384123,0.9989063001915442,0.9636396818140612
xception,2024,437_360,resize_sev3,0.9904952947892408,1.0,0.5789596242636859,0.33637763782259017,0.571592460455988,0.5302878295163634,15.720843493200244,-0.009504669758511849,-0.009504669758511849,0.7770019197247684,0.7280110376864792,0.9848785316781818,0.8850531617619264
xception,2024,456_435,brightening_sev1,0.9787069801912569,0.9821843210968598,0.21104674754898237,0.14129537100958645,0.21925542797435846,0.24592271118973902,12.779215925881845,-0.0039033100467191504,-0.0039033100467191504,0.9088180865502772,0.805080077624535,0.9852383109671692,0.8838565889903334
xception,2024,456_435,brightening_sev2,0.9495078008951456,0.9630003317116319,0.1938335368076286,0.1264593208906615,0.20214453445813202,0.25268133569217155,12.81068400580606,-0.0095585434013618,-0.0095585434013618,0.8925842394368051,0.7534727220489322,0.9490726794703709,0.7858224480014326
xception,2024,456_435,brightening_sev3,0.8663861401372828,0.8813301636444051,0.15554644039359902,0.09554436157081404,0.1587494561349979,0.21211576735957538,12.98445657350383,-0.043092839300524904,-0.043092839300524904,0.8232039874689627,0.6828495270033716,0.8700673721685541,0.6436934086525342
xception,2024,456_435,clean,0.9919643199078703,0.9950657894736842,0.22102155908838733,0.15028617809036515,0.22819620809005534,0.2534138655462185,12.761955463743906,3.4373337921950057e-05,3.4373337921950057e-05,0.8947838695561073,0.7535090024693434,,
xception,2024,456_435,darkening_sev1,0.9902352958631137,0.993421052631579,0.2156628293993599,0.14513179759700454,0.2234596293762747,0.24546660769570983,12.753042995916537,-0.00272558153041495,-0.00272558153041495,0.8896624953838528,0.8299266210166328,0.9950815105282448,0.9341266874280578
xception,2024,456_435,darkening_sev2,0.9873219875803968,0.9901315789473684,0.2148041432136509,0.14427217160215522,0.22511556046178305,0.23843155683325956,12.696906034817795,0.001424229816783525,0.001424229816783525,0.8813746256859656,0.8545716619395927,0.9888002816670338,0.8992159078334929
xception,2024,456_435,darkening_sev3,0.9942301587314517,0.9967105263157895,0.22860474059130198,0.15631556898894305,0.2373008366784427,0.24784387439186195,12.660927047169562,-0.00052447200383925,-0.00052447200383925,0.8234216623942869,0.773012005267568,0.9832504069503649,0.8752575445953876
xception,2024,456_435,jpeg_sev1,0.9065672075245135,0.9325796107916852,0.184347184631573,0.1194866402186049,0.19109993468370745,0.2093791463954002,12.956796271315405,0.04500483298477548,0.04500483298477548,0.8555028795454439,0.7686715604222337,0.8880975555778063,0.7372397343787915
xception,2024,456_435,jpeg_sev2,0.24035197754809506,0.19073418841220693,0.061756676355021425,0.03245377131356995,0.058431412641331275,0.07636278195488717,13.917625441086182,0.07138350041853575,0.07138350041853575,0.23558826081240816,0.22696144667829268,0.2707017505343668,0.14463748844128416
xception,2024,456_435,jpeg_sev3,0.003360907561955,0.0,0.033885569981546924,0.01640821195979595,0.030626814133164773,0.03781512605042015,14.200739018240105,0.0026078124074792,0.0026078124074792,0.003044820265323975,0.0027526432737038,0.05882485293996202,0.010722837370807274
xception,2024,456_435,resize_sev1,0.9974084914409033,0.9983552631578947,0.23417547444220313,0.16225310596958736,0.23892464887967718,0.2548789252543122,12.71393974441071,-0.0010651617122699334,-0.0010651617122699334,0.784012861308837,0.7744759495238486,0.9861079483355435,0.8880494630143254
xception,2024,456_435,resize_sev2,0.9983650115308299,1.0,0.22649590244415288,0.15485589702429955,0.22979077623670374,0.2520455550641309,12.784303108684155,0.00099515610908755,0.00099515610908755,0.7437955695410906,0.7614964600799455,0.9769714612710858,0.855219436768777
xception,2024,456_435,resize_sev3,0.9951724859134964,0.9983552631578947,0.22979190539777786,0.15848302568881206,0.23002194698621525,0.24738777089783276,12.785371080166152,-0.002964008559976525,-0.002964008559976525,0.7351217649443333,0.7760959976334318,0.9653447763442977,0.8279281868961663
xception,2024,607_683,brightening_sev1,0.931598710398631,0.9232456140350878,0.3050670814641398,0.1755764893976543,0.29226102496154416,0.29166666666666663,16.077118208533836,0.0034514150950902497,0.0034514150950902497,0.36318231143645546,0.05234231444774185,0.9971212686025094,0.9493298186273208
xception,2024,607_683,brightening_sev2,0.929730874559793,0.9254385964912281,0.3075386061194903,0.1759256825615518,0.2957213961172311,0.293859649122807,16.075108247890807,-0.00017675251256782484,-0.00017675251256782484,0.4127626850207442,0.06160346306492812,0.9865477544348741,0.8702394704847509
xception,2024,607_683,brightening_sev3,0.9257805575923015,0.9232456140350878,0.304079003281864,0.17190253039094816,0.2951726550706839,0.2982456140350877,16.030109536229517,-0.006717609275303875,-0.006717609275303875,0.4877682017196141,0.07913050790911683,0.9659359059719497,0.7794682205965875
xception,2024,607_683,clean,0.9346105113621442,0.9254385964912281,0.30741840253862196,0.1770788653827072,0.29387946275838794,0.2850877192982456,16.08629548131374,0.0009826424117036592,0.0009826424117036592,0.2789311258121303,0.046867452576151825,,
xception,2024,607_683,darkening_sev1,0.9499842694739957,0.9473684210526316,0.31476993207837123,0.18216309943932857,0.30225519181299837,0.29605263157894735,16.068213496291847,-0.007016847155203944,-0.007016847155203944,0.2809944132530833,0.07260018937788046,0.9897286028046519,0.9358918660524245
xception,2024,607_683,darkening_sev2,0.9659549846607995,0.9649122807017544,0.32217560838906767,0.18814533344074347,0.3105405629314178,0.3114035087719298,16.099737324212725,-0.0051556094467901286,-0.0051556094467901286,0.23351509245357616,0.06664607794791973,0.9742697448874805,0.8847675915530933
xception,2024,607_683,darkening_sev3,0.9789482684185107,0.9780701754385965,0.3286969577163107,0.19400799896337353,0.31878565661604547,0.3223684210526315,16.073771343942276,-0.0027447085288402257,-0.0027447085288402257,0.2323809255878522,0.09302248439767896,0.9499699093045818,0.8194621497350885
xception,2024,607_683,jpeg_sev1,0.9364758753605809,0.9298245614035088,0.3080600419097506,0.1778507524352655,0.29450160957752564,0.2872807017543859,16.066527109397086,0.003251968821706739,0.003251968821706739,0.31247163689215335,0.053901319133665075,0.9975171357322499,0.9466365211211656
xception,2024,607_683,jpeg_sev2,0.9050686806920312,0.9155701754385965,0.29316895964146594,0.16939885804511146,0.27960966810836024,0.29276315789473684,16.19424308810318,0.005415955994466075,0.005415955994466075,0.35775279639653346,0.08938657001565657,0.9439264923226138,0.8153524342601647
xception,2024,607_683,jpeg_sev3,0.027025792060604653,0.0,0.16111150072058647,0.0836103966082612,0.18095164909110342,0.2390350877192982,17.22095523591627,0.024371370300398376,0.024371370300398376,0.026561024454362973,0.026120019172857976,0.13356307785536836,0.03294537688733135
xception,2024,607_683,resize_sev1,0.9353005562790491,0.9254385964912281,0.30708546537469494,0.17675300354745105,0.29391232709836823,0.2828947368421052,16.078435264135663,0.001864398105617351,0.001864398105617351,0.28004027401626086,0.0510775892599076,0.9991698505468765,0.9723721901371952
xception,2024,607_683,resize_sev2,0.9360774689509223,0.9298245614035088,0.3073905975818415,0.176921180784409,0.2937494598793449,0.2763157894736842,16.078182055239093,0.00232561799266635,0.00232561799266635,0.2886492238250324,0.05110112501700448,0.998854158685604,0.9652630876035908
xception,2024,607_683,resize_sev3,0.9367799504206664,0.9298245614035088,0.3056519128681695,0.1756589855020526,0.2930411607738078,0.2741228070175438,16.06516558663887,0.0024810364192122867,0.0024810364192122867,0.3037231185252925,0.057223966148101824,0.9972939361102602,0.9468690084038875
xception,2024,671_677,brightening_sev1,0.9991957342072835,1.0,0.42274005997013575,0.2590977203199635,0.4182142746667383,0.4784000588754784,15.798846668729652,-0.0008042245546192841,-0.0008042245546192841,0.7893000016425409,0.29620582441938337,0.9988017972120811,0.9621626789948684
xception,2024,671_677,brightening_sev2,0.9963674950009018,0.997093023255814,0.4128605643042989,0.250288866710798,0.4120506578713382,0.4784000588754784,15.784180664265197,-0.0007592770133922881,-0.0007592770133922881,0.804212983465439,0.24113503981448547,0.991665541631213,0.9027455209634663
xception,2024,671_677,brightening_sev3,0.9748908638225444,0.9825581395348837,0.36437309496062903,0.2105940273117187,0.3783113111459347,0.46257727406535176,15.773420679663996,-0.0053408424655322995,-0.0053408424655322995,0.8144179753974121,0.18357430933059665,0.9079963168451832,0.6691990241540888
xception,2024,671_677,clean,0.9997770084369206,1.0,0.4260723076228934,0.26222027297388406,0.4195154565871897,0.4815646158375037,15.812049691698851,-0.00022299156307926235,-0.00022299156307926235,0.7448167711697038,0.3044239881831997,,
xception,2024,671_677,darkening_sev1,0.9998008635751563,1.0,0.42818430335298874,0.26412654765037347,0.4206159008692001,0.4784000588754784,15.815277803635507,-0.00019913642484368165,-0.00019913642484368165,0.6861550759152346,0.29104673459496444,0.9995727066782442,0.9767149802414947
xception,2024,671_677,darkening_sev2,0.9999884508960311,1.0,0.43038133348457164,0.2661227101979142,0.42106912010651687,0.4815646158375037,15.833688577519187,-1.1549103968909005e-05,-1.1549103968909005e-05,0.588263673739097,0.23438839683150728,0.9984590432876295,0.9554301061090512
xception,2024,671_677,darkening_sev3,0.9999999677719071,1.0,0.4337447897650411,0.2692660772508411,0.4212892639142787,0.4815646158375037,15.872979475885481,-3.222809281460074e-08,-3.222809281460074e-08,0.4473795734498346,0.17732586578732207,0.9959973176508591,0.9268533536606425
xception,2024,671_677,jpeg_sev1,0.9993125521784886,1.0,0.4234025440619836,0.2597877442094554,0.4202954844548623,0.4784000588754784,15.75488746955811,-0.00068744782151135,-0.00068744782151135,0.8307067176803051,0.4098598082783729,0.9984249942869796,0.9592975728899917
xception,2024,671_677,jpeg_sev2,0.7679701102696702,0.8089490727112159,0.3300784171614879,0.18859234286389615,0.32630973435464955,0.3923682661171622,16.063365779064807,-0.12422999850434768,-0.12422999850434768,0.6709167529087551,0.3208018473050972,0.840563035828515,0.6553248364185283
xception,2024,671_677,jpeg_sev3,0.004678431187662825,0.0,0.09329119784581745,0.042023902733045675,0.0733709242449079,0.03061524874889605,17.20232542900959,0.0025422990646003247,0.0025422990646003247,0.004183595010203,0.00409323853142725,0.035290607016376346,0.001119429920316725
xception,2024,671_677,resize_sev1,0.9995136269562063,1.0,0.4258410116785859,0.26198934818970165,0.41884426858468543,0.4784000588754784,15.810955090104464,-0.00048633804339184253,-0.00048633804339184253,0.7575774505594074,0.3378370200793215,0.9994204048420261,0.9767247768401508
xception,2024,671_677,resize_sev2,0.9990543985817761,1.0,0.42597484025988386,0.26210672164836435,0.4183587764381594,0.4815646158375037,15.816113186331753,-0.0009455851309082518,-0.0009455851309082518,0.7430219800204086,0.3553495610758995,0.998721286230875,0.9601381550364116
xception,2024,671_677,resize_sev3,0.9976539498368869,0.997093023255814,0.42372721697825066,0.26005836233298285,0.4191691307619446,0.4754930821312923,15.769770773326714,-0.002036690967492501,-0.002036690967492501,0.7825280432590722,0.4252730106262115,0.9963157310492128,0.9393800547974203
