model,seed,video_id,category,ground_truth,transformation,transformation_family,severity,prob_fake,pred_fake,correct,SO,SO@10,SO@20,SO@30,IoU,IoU@10,IoU@20,IoU@30,saliency_mass,hit_rate,saliency_entropy,faithfulness,faithfulness_blur,faithfulness_zero,faithfulness_mean,ES_cos,explanation_IoU,explanation_IoU@10,explanation_IoU@20,explanation_IoU@30,prediction_preserved,n_valid_frames,n_failed_frames
resnet50,123,033_097,Face2Face,1,brightening_sev2,brightening,2,0.5019854088895954,0.5166666666666667,0.5166666666666667,0.11006116389638307,0.14091440845728814,0.11006116389638307,0.09082105026281585,0.0625495223057449,0.04950466481476502,0.0625495223057449,0.06331225069907923,0.13227976206094783,0.18333333333333332,11.546525200208029,0.22016123651701489,0.22016123651701489,0.38120500535781804,0.42936775548538814,0.6678338441975618,0.5195075458137931,0.49064319320028293,0.5195075458137931,0.5277073078205959,0.5833333333333334,120,0
resnet50,123,033_097,Face2Face,1,brightening_sev3,brightening,3,0.23139896869251966,0.15,0.15,0.04031880421761965,0.04752983026800244,0.04031880421761965,0.03549866559737571,0.021594230812441138,0.016128893428891386,0.021594230812441138,0.02301198874302069,0.04915283294951383,0.041666666666666664,11.736603331565856,0.09692666827759237,0.09692666827759237,0.11411805091580997,0.18433188689232335,0.3610993231438711,0.2456682056699278,0.20101688124511669,0.2456682056699278,0.27672961544035907,0.21666666666666667,120,0
resnet50,123,033_097,Face2Face,1,clean,clean,0,0.8771055965994795,0.9333333333333333,0.9333333333333333,0.23372117043008775,0.27601404339365493,0.23372117043008775,0.198732699122195,0.1437210800337117,0.10083081861245488,0.1437210800337117,0.15172077436570333,0.24871899052981467,0.375,11.59429166316986,0.42343359350537263,0.42343359350537263,0.7902184742658088,0.6770781091103951,,,,,,,120,0
resnet50,123,033_097,Face2Face,1,darkening_sev1,darkening,1,0.7372640451493984,0.7833333333333333,0.7833333333333333,0.20892593936666903,0.24737101536220787,0.20892593936666903,0.1778444179973591,0.12729415927332569,0.08969837374513517,0.12729415927332569,0.1345014422791991,0.2272357314277646,0.31666666666666665,11.615617219607035,0.39956032767271005,0.39956032767271005,0.67332628419778,0.5086984585272148,0.8899527430300546,0.7616017404217268,0.7502083865412051,0.7616017404217268,0.766281231590109,0.85,120,0
resnet50,123,033_097,Face2Face,1,darkening_sev2,darkening,2,0.7104260733971993,0.7833333333333333,0.7833333333333333,0.21248426364581646,0.26056287059670974,0.21248426364581646,0.17764612900581214,0.12925806717929597,0.09491216727447645,0.12925806717929597,0.13353006724955946,0.23628264155927522,0.3416666666666667,11.653147681554158,0.3562416513916105,0.3562416513916105,0.6246387948825335,0.46099218241870404,0.8681556105823472,0.7119744617386448,0.6998535846928383,0.7119744617386448,0.7079087744158775,0.8333333333333334,120,0
resnet50,123,033_097,Face2Face,1,darkening_sev3,darkening,3,0.6620849500099818,0.7666666666666667,0.7666666666666667,0.20050659924310618,0.2460955643740633,0.20050659924310618,0.1727457632072854,0.12194702078473939,0.08981672995563512,0.12194702078473939,0.13067717641329787,0.21006819276157987,0.3,11.865595229466756,0.28995590209960936,0.28995590209960936,0.4410452950745821,0.35820443319777645,0.8348384972141054,0.6659339484242496,0.6370511262770079,0.6659339484242496,0.6720567970711046,0.8333333333333334,120,0
resnet50,123,033_097,Face2Face,1,jpeg_sev1,jpeg,1,0.7379814147173117,0.825,0.825,0.21087537459316294,0.25731823120409025,0.21087537459316294,0.17831848195122155,0.1270810240112091,0.09301965530126927,0.1270810240112091,0.13290857977491635,0.23339015542837124,0.35,11.59011279741923,0.38356413327467936,0.38356413327467936,0.6419261687745651,0.5830922716840481,0.895227438134377,0.7479709107101612,0.7327460538308853,0.7479709107101612,0.7533159151467544,0.8416666666666667,120,0
resnet50,123,033_097,Face2Face,1,jpeg_sev2,jpeg,2,0.26170639058303397,0.2,0.2,0.05668972278028382,0.061706453003482445,0.05668972278028382,0.05396129160370097,0.030685850814512274,0.02105141072856736,0.030685850814512274,0.03530152964271496,0.06761394953010269,0.075,11.908118065198263,0.1084604987700004,0.1084604987700004,0.14266393451058926,0.13425712356887137,0.3539709406416195,0.24860398026609107,0.2131258799496622,0.24860398026609107,0.2836876257071478,0.26666666666666666,120,0
resnet50,123,033_097,Face2Face,1,jpeg_sev3,jpeg,3,0.059578309625309536,0.0,0.0,0.013843573943022932,0.010594857207378235,0.013843573943022932,0.0157875658125128,0.006435199502185595,0.0031730932027171344,0.006435199502185595,0.009041374219628478,0.015714425907137775,0.0,12.098071304957072,-0.0027546787411362504,-0.0027546787411362504,-0.02525328350602647,-0.015925445408599127,0.056439711901407154,0.023036690415250544,0.005910160380407909,0.023036690415250544,0.06316320650523609,0.06666666666666667,120,0
resnet50,123,033_097,Face2Face,1,resize_sev1,resize,1,0.9924148167173068,1.0,1.0,0.27434905053071945,0.3258604955305272,0.27434905053071945,0.23022054726654112,0.1755529484405208,0.12286336360442564,0.1755529484405208,0.1820631416750319,0.2806591071813786,0.4083333333333333,11.702398951848348,0.3910053178668022,0.3910053178668022,0.87641346110031,0.660026105803748,0.9429317486930583,0.8078633569429189,0.7587790582517856,0.8078633569429189,0.8031190544801701,0.9333333333333333,120,0
resnet50,123,033_097,Face2Face,1,resize_sev2,resize,2,0.9690309301018715,0.9916666666666667,0.9916666666666667,0.2777487414521019,0.3311330570105022,0.2777487414521019,0.23123208364764875,0.17874198240137376,0.1255076685852546,0.17874198240137376,0.18339023850229794,0.2881371897797454,0.4083333333333333,11.645704245567321,0.3766246438026428,0.3766246438026428,0.8462591038706402,0.6175507868950566,0.934564989160282,0.7804221461641884,0.7203448601797429,0.7804221461641884,0.7842131872384296,0.9416666666666667,120,0
resnet50,123,033_097,Face2Face,1,resize_sev3,resize,3,0.5366086387385924,0.575,0.575,0.15514042388185295,0.1719927226871733,0.15514042388185295,0.14126979665088904,0.09026827359807973,0.060323403848729855,0.09026827359807973,0.10212185069819653,0.150646817009839,0.23333333333333334,12.368022553126018,0.027358266835411385,0.027358266835411385,0.3004375631300112,0.17269235973556835,0.5671989571600263,0.3798836844554447,0.3419092328679854,0.3798836844554447,0.3967033813015675,0.5916666666666667,120,0
resnet50,123,033_097,FaceSwap,1,brightening_sev1,brightening,1,0.8433369433507323,0.9166666666666666,0.9166666666666666,0.11267143856061428,0.12169600925429622,0.11267143856061428,0.09484740077397719,0.07659368453811731,0.055107625283442374,0.07659368453811731,0.07500954064564308,0.1138733253430819,0.09166666666666666,11.50849260489146,0.38609083512565123,0.38609083512565123,0.7280139204735557,0.7188158610680451,0.9711959859869315,0.8613794846739792,0.8474167145173602,0.8613794846739792,0.8552104773812591,0.9666666666666667,120,0
resnet50,123,033_097,FaceSwap,1,brightening_sev2,brightening,2,0.5019854088895954,0.5166666666666667,0.5166666666666667,0.05595164285659377,0.05594627894556251,0.05595164285659377,0.04946356507034343,0.03656109057895715,0.024569733042168345,0.03656109057895715,0.03744007642059314,0.059855770422535474,0.06666666666666667,11.546525200208029,0.22016123651701489,0.22016123651701489,0.38120500535781804,0.42936775548538814,0.6678338441975618,0.5195075458137931,0.49064319320028293,0.5195075458137931,0.5277073078205959,0.5833333333333334,120,0
resnet50,123,033_097,FaceSwap,1,brightening_sev3,brightening,3,0.23139896869251966,0.15,0.15,0.02378649878708501,0.022585577087748325,0.02378649878708501,0.026879054996321986,0.01505507719969451,0.009967509018963412,0.01505507719969451,0.019652553944143683,0.03051462390931853,0.03333333333333333,11.736603331565856,0.09692666827759237,0.09692666827759237,0.11411805091580997,0.18433188689232335,0.3610993231438711,0.2456682056699278,0.20101688124511669,0.2456682056699278,0.27672961544035907,0.21666666666666667,120,0
resnet50,123,033_097,FaceSwap,1,clean,clean,0,0.8771055965994795,0.9333333333333333,0.9333333333333333,0.11708270824431435,0.128468795723906,0.11708270824431435,0.09661319039286707,0.08005187926677153,0.05872881687596668,0.08005187926677153,0.07659179901968512,0.11598427748353311,0.08333333333333333,11.59429166316986,0.42343359350537263,0.42343359350537263,0.7902184742658088,0.6770781091103951,,,,,,,120,0
resnet50,123,033_097,FaceSwap,1,darkening_sev1,darkening,1,0.7372640451493984,0.7833333333333333,0.7833333333333333,0.09460751708240402,0.10281155351429726,0.09460751708240402,0.07825047392378784,0.06365558923783524,0.04644539652584197,0.06365558923783524,0.06088937594956908,0.09622698501835933,0.05,11.615617219607035,0.39956032767271005,0.39956032767271005,0.67332628419778,0.5086984585272148,0.8899527430300546,0.7616017404217268,0.7502083865412051,0.7616017404217268,0.766281231590109,0.85,120,0
resnet50,123,033_097,FaceSwap,1,darkening_sev2,darkening,2,0.7104260733971993,0.7833333333333333,0.7833333333333333,0.0916979814521263,0.10373841013978956,0.0916979814521263,0.07538116224019278,0.06079464021377814,0.04659754534431324,0.06079464021377814,0.05794831180901594,0.09296268637671812,0.058333333333333334,11.653147681554158,0.3562416513916105,0.3562416513916105,0.6246387948825335,0.46099218241870404,0.8681556105823472,0.7119744617386448,0.6998535846928383,0.7119744617386448,0.7079087744158775,0.8333333333333334,120,0
resnet50,123,033_097,FaceSwap,1,darkening_sev3,darkening,3,0.6620849500099818,0.7666666666666667,0.7666666666666667,0.08996234156665174,0.10075678520661167,0.08996234156665174,0.07906418604571619,0.05949058720195323,0.045162773708126824,0.05949058720195323,0.06114239916399333,0.09055074759026847,0.08333333333333333,11.865595229466756,0.28995590209960936,0.28995590209960936,0.4410452950745821,0.35820443319777645,0.8348384972141054,0.6659339484242496,0.6370511262770079,0.6659339484242496,0.6720567970711046,0.8333333333333334,120,0
resnet50,123,033_097,FaceSwap,1,jpeg_sev1,jpeg,1,0.7379814147173117,0.825,0.825,0.10688256012762823,0.11878315861250942,0.10688256012762823,0.09036731303973321,0.07245649522987965,0.0539577577343231,0.07245649522987965,0.07116240703389767,0.11137531311937059,0.10833333333333334,11.59011279741923,0.38356413327467936,0.38356413327467936,0.6419261687745651,0.5830922716840481,0.895227438134377,0.7479709107101612,0.7327460538308853,0.7479709107101612,0.7533159151467544,0.8416666666666667,120,0
resnet50,123,033_097,FaceSwap,1,jpeg_sev2,jpeg,2,0.26170639058303397,0.2,0.2,0.034409662615552644,0.032123350903486635,0.034409662615552644,0.03443902095618882,0.02184766742262078,0.014176119470159503,0.02184766742262078,0.025478705218496652,0.037152999707816776,0.03333333333333333,11.908118065198263,0.1084604987700004,0.1084604987700004,0.14266393451058926,0.13425712356887137,0.3539709406416195,0.24860398026609107,0.2131258799496622,0.24860398026609107,0.2836876257071478,0.26666666666666666,120,0
resnet50,123,033_097,FaceSwap,1,jpeg_sev3,jpeg,3,0.059578309625309536,0.0,0.0,0.014233668530050899,0.009665385680859694,0.014233668530050899,0.0158176238920069,0.008424981786905565,0.003941473622129684,0.008424981786905565,0.01102167221153209,0.015091336697704471,0.0,12.098071304957072,-0.0027546787411362504,-0.0027546787411362504,-0.02525328350602647,-0.015925445408599127,0.056439711901407154,0.023036690415250544,0.005910160380407909,0.023036690415250544,0.06316320650523609,0.06666666666666667,120,0
resnet50,123,033_097,FaceSwap,1,resize_sev1,resize,1,0.9924148167173068,1.0,1.0,0.13044818140455794,0.15371409483963236,0.13044818140455794,0.10848139893624476,0.0904623355549076,0.071961294856866,0.0904623355549076,0.08721067210352013,0.12604636454252816,0.08333333333333333,11.702398951848348,0.3910053178668022,0.3910053178668022,0.87641346110031,0.660026105803748,0.9429317486930583,0.8078633569429189,0.7587790582517856,0.8078633569429189,0.8031190544801701,0.9333333333333333,120,0
resnet50,123,033_097,FaceSwap,1,resize_sev2,resize,2,0.9690309301018715,0.9916666666666667,0.9916666666666667,0.13288302365414617,0.15891992519078563,0.13288302365414617,0.11105583507605203,0.09258509931282373,0.07497776280250562,0.09258509931282373,0.08978806656675324,0.12955141352455155,0.1,11.645704245567321,0.3766246438026428,0.3766246438026428,0.8462591038706402,0.6175507868950566,0.934564989160282,0.7804221461641884,0.7203448601797429,0.7804221461641884,0.7842131872384296,0.9416666666666667,120,0
resnet50,123,033_097,FaceSwap,1,resize_sev3,resize,3,0.5366086387385924,0.575,0.575,0.12436042949956608,0.14903207490855555,0.12436042949956608,0.10881935601379884,0.08683024786073677,0.0706722097846154,0.08683024786073677,0.08841517743709754,0.11451372294496599,0.14166666666666666,12.368022553126018,0.027358266835411385,0.027358266835411385,0.3004375631300112,0.17269235973556835,0.5671989571600263,0.3798836844554447,0.3419092328679854,0.3798836844554447,0.3967033813015675,0.5916666666666667,120,0
resnet50,123,033_097,NeuralTextures,1,brightening_sev1,brightening,1,0.8433369433507323,0.9166666666666666,0.9166666666666666,0.21801213143659498,0.26317134623325017,0.21801213143659498,0.1836812952389228,0.13162443515073796,0.09511248904705467,0.13162443515073796,0.13744395445534016,0.2389168581092085,0.35,11.50849260489146,0.38609083512565123,0.38609083512565123,0.7280139204735557,0.7188158610680451,0.9711959859869315,0.8613794846739792,0.8474167145173602,0.8613794846739792,0.8552104773812591,0.9666666666666667,120,0
resnet50,123,033_097,NeuralTextures,1,brightening_sev2,brightening,2,0.5019854088895954,0.5166666666666667,0.5166666666666667,0.11006116389638307,0.14091440845728814,0.11006116389638307,0.09082105026281585,0.0625495223057449,0.04950466481476502,0.0625495223057449,0.06331225069907923,0.13227976206094783,0.18333333333333332,11.546525200208029,0.22016123651701489,0.22016123651701489,0.38120500535781804,0.42936775548538814,0.6678338441975618,0.5195075458137931,0.49064319320028293,0.5195075458137931,0.5277073078205959,0.5833333333333334,120,0
resnet50,123,033_097,NeuralTextures,1,brightening_sev3,brightening,3,0.23139896869251966,0.15,0.15,0.04031880421761965,0.04752983026800244,0.04031880421761965,0.03549866559737571,0.021594230812441138,0.016128893428891386,0.021594230812441138,0.02301198874302069,0.04915283294951383,0.041666666666666664,11.736603331565856,0.09692666827759237,0.09692666827759237,0.11411805091580997,0.18433188689232335,0.3610993231438711,0.2456682056699278,0.20101688124511669,0.2456682056699278,0.27672961544035907,0.21666666666666667,120,0
resnet50,123,033_097,NeuralTextures,1,clean,clean,0,0.8771055965994795,0.9333333333333333,0.9333333333333333,0.23372117043008775,0.27601404339365493,0.23372117043008775,0.198732699122195,0.1437210800337117,0.10083081861245488,0.1437210800337117,0.15172077436570333,0.24871899052981467,0.375,11.59429166316986,0.42343359350537263,0.42343359350537263,0.7902184742658088,0.6770781091103951,,,,,,,120,0
resnet50,123,033_097,NeuralTextures,1,darkening_sev1,darkening,1,0.7372640451493984,0.7833333333333333,0.7833333333333333,0.20892593936666903,0.24737101536220787,0.20892593936666903,0.1778444179973591,0.12729415927332569,0.08969837374513517,0.12729415927332569,0.1345014422791991,0.2272357314277646,0.31666666666666665,11.615617219607035,0.39956032767271005,0.39956032767271005,0.67332628419778,0.5086984585272148,0.8899527430300546,0.7616017404217268,0.7502083865412051,0.7616017404217268,0.766281231590109,0.85,120,0
resnet50,123,033_097,NeuralTextures,1,darkening_sev2,darkening,2,0.7104260733971993,0.7833333333333333,0.7833333333333333,0.21248426364581646,0.26056287059670974,0.21248426364581646,0.17764612900581214,0.12925806717929597,0.09491216727447645,0.12925806717929597,0.13353006724955946,0.23628264155927522,0.3416666666666667,11.653147681554158,0.3562416513916105,0.3562416513916105,0.6246387948825335,0.46099218241870404,0.8681556105823472,0.7119744617386448,0.6998535846928383,0.7119744617386448,0.7079087744158775,0.8333333333333334,120,0
resnet50,123,033_097,NeuralTextures,1,darkening_sev3,darkening,3,0.6620849500099818,0.7666666666666667,0.7666666666666667,0.20050659924310618,0.2460955643740633,0.20050659924310618,0.1727457632072854,0.12194702078473939,0.08981672995563512,0.12194702078473939,0.13067717641329787,0.21006819276157987,0.3,11.865595229466756,0.28995590209960936,0.28995590209960936,0.4410452950745821,0.35820443319777645,0.8348384972141054,0.6659339484242496,0.6370511262770079,0.6659339484242496,0.6720567970711046,0.8333333333333334,120,0
resnet50,123,033_097,NeuralTextures,1,jpeg_sev1,jpeg,1,0.7379814147173117,0.825,0.825,0.21087537459316294,0.25731823120409025,0.21087537459316294,0.17831848195122155,0.1270810240112091,0.09301965530126927,0.1270810240112091,0.13290857977491635,0.23339015542837124,0.35,11.59011279741923,0.38356413327467936,0.38356413327467936,0.6419261687745651,0.5830922716840481,0.895227438134377,0.7479709107101612,0.7327460538308853,0.7479709107101612,0.7533159151467544,0.8416666666666667,120,0
resnet50,123,033_097,NeuralTextures,1,jpeg_sev2,jpeg,2,0.26170639058303397,0.2,0.2,0.05668972278028382,0.061706453003482445,0.05668972278028382,0.05396129160370097,0.030685850814512274,0.02105141072856736,0.030685850814512274,0.03530152964271496,0.06761394953010269,0.075,11.908118065198263,0.1084604987700004,0.1084604987700004,0.14266393451058926,0.13425712356887137,0.3539709406416195,0.24860398026609107,0.2131258799496622,0.24860398026609107,0.2836876257071478,0.26666666666666666,120,0
resnet50,123,033_097,NeuralTextures,1,jpeg_sev3,jpeg,3,0.059578309625309536,0.0,0.0,0.013843573943022932,0.010594857207378235,0.013843573943022932,0.0157875658125128,0.006435199502185595,0.0031730932027171344,0.006435199502185595,0.009041374219628478,0.015714425907137775,0.0,12.098071304957072,-0.0027546787411362504,-0.0027546787411362504,-0.02525328350602647,-0.015925445408599127,0.056439711901407154,0.023036690415250544,0.005910160380407909,0.023036690415250544,0.06316320650523609,0.06666666666666667,120,0
resnet50,123,033_097,NeuralTextures,1,resize_sev1,resize,1,0.9924148167173068,1.0,1.0,0.27434905053071945,0.3258604955305272,0.27434905053071945,0.23022054726654112,0.1755529484405208,0.12286336360442564,0.1755529484405208,0.1820631416750319,0.2806591071813786,0.4083333333333333,11.702398951848348,0.3910053178668022,0.3910053178668022,0.87641346110031,0.660026105803748,0.9429317486930583,0.8078633569429189,0.7587790582517856,0.8078633569429189,0.8031190544801701,0.9333333333333333,120,0
resnet50,123,033_097,NeuralTextures,1,resize_sev2,resize,2,0.9690309301018715,0.9916666666666667,0.9916666666666667,0.2777487414521019,0.3311330570105022,0.2777487414521019,0.23123208364764875,0.17874198240137376,0.1255076685852546,0.17874198240137376,0.18339023850229794,0.2881371897797454,0.4083333333333333,11.645704245567321,0.3766246438026428,0.3766246438026428,0.8462591038706402,0.6175507868950566,0.934564989160282,0.7804221461641884,0.7203448601797429,0.7804221461641884,0.7842131872384296,0.9416666666666667,120,0
