model,seed,category,video_id,ground_truth,transformation,transformation_family,severity,prob_fake,pred_fake,correct,SO,SO@10,SO@20,SO@30,IoU,IoU@10,IoU@20,IoU@30,saliency_mass,hit_rate,saliency_entropy,faithfulness,faithfulness_blur,faithfulness_zero,faithfulness_mean,ES_cos,explanation_IoU,explanation_IoU@10,explanation_IoU@20,explanation_IoU@30,prediction_preserved,n_valid_frames,n_failed_frames
xception,2024,Deepfakes,033_097,1,resize_sev1,resize,1,0.9970955613798695,1.0,1.0,0.5358576809502485,0.6105762888537574,0.5358576809502485,0.4243145478902892,0.4447714101996041,0.28497508251739173,0.4447714101996041,0.40757881627983783,0.5441024637753222,0.6403940886699507,11.62020570069111,0.019015968653368843,0.019015968653368843,0.8215108074871778,0.8082205993788583,0.7504049882231489,0.563219116317553,0.5666602850303856,0.563219116317553,0.5421816247572011,0.8571428571428571,203,0
xception,2024,Deepfakes,033_097,1,resize_sev2,resize,2,0.9324999938402416,0.9458128078817734,0.9458128078817734,0.4808099947379391,0.5484766487231985,0.4808099947379391,0.38435676977392563,0.3959895495696259,0.2556948225513348,0.3959895495696259,0.36540517563599967,0.4869765735153372,0.5911330049261084,11.874482765573585,0.051210740012268136,0.051210740012268136,0.7741628376912701,0.7544915795720784,0.8058943359660317,0.582835869971264,0.5583445904493329,0.582835869971264,0.578760180096978,0.8916256157635468,203,0
xception,2024,Deepfakes,033_097,1,resize_sev3,resize,3,0.859169284276334,0.8817733990147784,0.8817733990147784,0.4291104029727433,0.481523488386083,0.4291104029727433,0.34614297656461746,0.35527955468970146,0.2251249424475872,0.35527955468970146,0.3259014031938507,0.42635574607863586,0.5024630541871922,12.065624406185057,-0.05929466291087599,-0.05929466291087599,0.6009921235459045,0.6032927559844672,0.808428939255857,0.5774688474541378,0.5388296426537265,0.5774688474541378,0.5662208822944939,0.8571428571428571,203,0
xception,2024,Deepfakes,097_033,1,brightening_sev1,brightening,1,0.9447283629948894,0.9666666666666667,0.9666666666666667,0.22386787136949504,0.24750696856616192,0.22386787136949504,0.1832898329730039,0.18695168881319,0.1161740862416806,0.18695168881319,0.17588034066483646,0.22977237400503178,0.25,11.813365681966145,0.03320343396626416,0.03320343396626416,0.8093862671859824,0.7605025992699666,0.9297966375808379,0.8379300713505874,0.8035692844416851,0.8379300713505874,0.8468086803826335,0.9666666666666667,120,0
xception,2024,Deepfakes,097_033,1,brightening_sev2,brightening,2,0.8163089320684472,0.85,0.85,0.15379894788783458,0.1711156224275168,0.15379894788783458,0.1379296445981265,0.12205530947330273,0.07777365765137371,0.12205530947330273,0.1267499533008834,0.16621519985190164,0.18333333333333332,12.06681470076243,0.06564647144793226,0.06564647144793226,0.7270179984500525,0.6883469776061247,0.7729187544848151,0.632257823331749,0.5993440023920708,0.632257823331749,0.6470881171425618,0.85,120,0
xception,2024,Deepfakes,097_033,1,brightening_sev3,brightening,3,0.48960254942066966,0.4666666666666667,0.4666666666666667,0.05813425580701142,0.06409513383185964,0.05813425580701142,0.061421896628709366,0.04345749726341192,0.028766711995462768,0.04345749726341192,0.05166220398152735,0.0737642914162873,0.06666666666666667,12.59441888332367,0.014345283585134896,0.014345283585134896,0.4511143528793885,0.42604566467877397,0.42777676175880525,0.27886674156924696,0.2632696555352422,0.27886674156924696,0.3113501407928187,0.4666666666666667,120,0
xception,2024,Deepfakes,097_033,1,clean,clean,0,0.9942705805102984,1.0,1.0,0.2602980000785021,0.2956328838494054,0.2602980000785021,0.20802439252471336,0.21845208490872914,0.13877121495691322,0.21845208490872914,0.20395671908054555,0.26431424184226654,0.3,11.689196904500326,-0.004531852900981885,-0.004531852900981885,0.8241027806128841,0.7844643382666011,,,,,,,120,0
xception,2024,Deepfakes,097_033,1,darkening_sev1,darkening,1,0.9962030738592148,1.0,1.0,0.26375769821592016,0.30057169060776995,0.26375769821592016,0.21008119166046757,0.22088862971165815,0.14087307413715688,0.22088862971165815,0.20593448627346234,0.264476846838762,0.30833333333333335,11.701736450195312,0.007074333727359783,0.007074333727359783,0.8226468432146551,0.7890865117893554,0.9947332924598036,0.9574894015722657,0.9376971358701175,0.9574894015722657,0.965100655134638,1.0,120,0
xception,2024,Deepfakes,097_033,1,darkening_sev2,darkening,2,0.998907192548116,1.0,1.0,0.26977844766408,0.3042985989961851,0.26977844766408,0.21330162828051438,0.22831585209634148,0.1431705121765454,0.22831585209634148,0.21037721382615174,0.26942179298033603,0.30833333333333335,11.684616112709046,-0.0004725679755210825,-0.0004725679755210825,0.8098061390221118,0.7885766527305047,0.9859509990374027,0.9224658301396347,0.9095111563780752,0.9224658301396347,0.9341939375332212,1.0,120,0
xception,2024,Deepfakes,097_033,1,darkening_sev3,darkening,3,0.999918827911218,1.0,1.0,0.27496046977957295,0.3057861157159208,0.27496046977957295,0.21459278581193517,0.23578531885216575,0.14421877969282856,0.23578531885216575,0.2122648998862577,0.2677992069864936,0.30833333333333335,11.759436472256978,-7.828076680501106e-05,-7.828076680501106e-05,0.8079615574950973,0.7637147250274817,0.9812275665380052,0.8893003720629846,0.8747451110044616,0.8893003720629846,0.8936842039256363,1.0,120,0
xception,2024,Deepfakes,097_033,1,jpeg_sev1,jpeg,1,0.6165686048722515,0.5916666666666667,0.5916666666666667,0.12530957757308223,0.13771384282466687,0.12530957757308223,0.10713995018065667,0.10373306519387743,0.06457093392727348,0.10373306519387743,0.10111056659860987,0.1384343785051544,0.14166666666666666,12.424625738461812,0.07278707820611698,0.07278707820611698,0.5479555089266797,0.5164800115065494,0.5414397294184028,0.4026308638173665,0.38267508888144636,0.4026308638173665,0.41948976160852464,0.5916666666666667,120,0
xception,2024,Deepfakes,097_033,1,jpeg_sev2,jpeg,2,0.01966735391955197,0.0,0.0,0.0008294748955383692,7.333738338640249e-05,0.0008294748955383692,0.0031829709247150253,0.00039281509649203753,2.2727956005881664e-05,0.00039281509649203753,0.0018511746397633251,0.013868494110416768,0.0,13.103895123799642,0.009952066655023326,0.009952066655023326,0.017300539229290684,0.016619770701254262,0.057253565266703124,0.014014421555439811,0.007084115056800228,0.014014421555439811,0.027982602809684023,0.0,120,0
xception,2024,Deepfakes,097_033,1,jpeg_sev3,jpeg,3,0.0033233777915786756,0.0,0.0,0.0003601044857091533,4.797149122807e-05,0.0003601044857091533,0.0012451058452808016,0.00017542541273002417,1.5942425070601667e-05,0.00017542541273002417,0.00073022510343553,0.011575944493049214,0.0,13.158629671732585,0.0025966440265619444,0.0025966440265619444,0.00266020036833647,0.0026351522064941924,0.04923968669831279,0.007546683407676604,0.004586503939899208,0.007546683407676604,0.016948575061161597,0.0,120,0
xception,2024,Deepfakes,097_033,1,resize_sev1,resize,1,0.9999910021821657,1.0,1.0,0.27511823740695635,0.30542197679714544,0.27511823740695635,0.21400534811366353,0.23602433261668357,0.14391978781505305,0.23602433261668357,0.21136247305714306,0.26765312762815463,0.30833333333333335,11.74397226969401,-8.899470170337162e-06,-8.899470170337162e-06,0.7816210553050041,0.8052392498900492,0.9791839796893402,0.8774193532526693,0.8543708405317628,0.8774193532526693,0.8823726595747831,1.0,120,0
xception,2024,Deepfakes,097_033,1,resize_sev2,resize,2,0.9927459781368574,1.0,1.0,0.24184066722665729,0.2715764597023293,0.24184066722665729,0.1921469773393821,0.1984370984238845,0.12434645745287433,0.1984370984238845,0.18239207509406805,0.22525116089015035,0.2833333333333333,12.121282227834065,0.017759488647182787,0.017759488647182787,0.7578998900018632,0.80368085221077,0.9255866496060878,0.7576431424730917,0.7630231682610733,0.7576431424730917,0.7008367713560925,1.0,120,0
xception,2024,Deepfakes,097_033,1,resize_sev3,resize,3,0.6793293634584795,0.6666666666666666,0.6666666666666666,0.09632371952897054,0.10904075563990517,0.09632371952897054,0.08783574075621244,0.06804438221174185,0.04637285336583734,0.06804438221174185,0.07379836966279264,0.09922417274685856,0.10833333333333334,12.568393015861512,-0.24314682078547775,-0.24314682078547775,0.23047682537386815,0.24413869109315176,0.47289273613734056,0.2607420917321834,0.26154488950159355,0.2607420917321834,0.2649096177874039,0.6666666666666666,120,0
xception,2024,Deepfakes,360_437,1,brightening_sev1,brightening,1,0.9975928295518934,1.0,1.0,0.4610458470510223,0.4736198577361462,0.4610458470510223,0.42229073360668196,0.2912204848182543,0.15276299209610586,0.2912204848182543,0.3675374010259108,0.45602351681726433,0.4742268041237113,15.577404385989475,-0.002407105313133932,-0.002407105313133932,0.7472363652027759,0.23682170315194373,0.9960494262125089,0.9438271666489497,0.9260192081822713,0.9438271666489497,0.9550369626502646,0.9896907216494846,97,0
xception,2024,Deepfakes,360_437,1,brightening_sev2,brightening,2,0.9605326376010462,0.9896907216494846,0.9896907216494846,0.4311501614691266,0.4485598698767763,0.4311501614691266,0.39199166571817967,0.26592138271699134,0.14296390283377722,0.26592138271699134,0.3290200391762452,0.4269461852983199,0.4536082474226804,15.633139983894898,-0.03577378300047408,-0.03577378300047408,0.7013263841418876,0.20904655314828313,0.9588607030817451,0.8327478202030304,0.8192511792368872,0.8327478202030304,0.8441184788137822,0.979381443298969,97,0
xception,2024,Deepfakes,360_437,1,brightening_sev3,brightening,3,0.2028458435280421,0.09278350515463918,0.09278350515463918,0.0698773605709324,0.05852141470420408,0.0698773605709324,0.07809383543172593,0.029994787843202707,0.014725367632709657,0.029994787843202707,0.04316309480554565,0.09617943865034981,0.030927835051546393,17.15697380931107,-0.030875387476737997,-0.030875387476737997,0.15655156610936843,0.12425660805719103,0.1499101201697169,0.04387592465400301,0.018819969269612758,0.04387592465400301,0.09058544836498397,0.08247422680412371,97,0
xception,2024,Deepfakes,360_437,1,clean,clean,0,0.9916675130731052,0.9896907216494846,0.9896907216494846,0.4601259065493023,0.47278856529037727,0.4601259065493023,0.4222245309142094,0.2900816000817861,0.1523170069759044,0.2900816000817861,0.36735962313706794,0.4564956444513671,0.4742268041237113,15.554768110058971,-0.008116801682206758,-0.008116801682206758,0.77070829832984,0.4002603873149636,,,,,,,97,0
xception,2024,Deepfakes,360_437,1,darkening_sev1,darkening,1,0.9885084993138755,0.9896907216494846,0.9896907216494846,0.4593878984050984,0.47214525123453843,0.4593878984050984,0.4217319098188413,0.28908214610885413,0.15193942751778405,0.28908214610885413,0.36654369726032004,0.45701587471579475,0.4742268041237113,15.536834107231847,-0.005209180036770915,-0.005209180036770915,0.7796019962844775,0.558380727377749,0.996588263402463,0.9496713150635742,0.9381813193320082,0.9496713150635742,0.9606723380319616,1.0,97,0
xception,2024,Deepfakes,360_437,1,darkening_sev2,darkening,2,0.9890338056480762,0.9896907216494846,0.9896907216494846,0.4566341784492759,0.4717987873346689,0.4566341784492759,0.41803385363592027,0.28615358157213994,0.15175322540380334,0.28615358157213994,0.36082353330442807,0.45508261367741376,0.4742268041237113,15.541599086879454,-0.0009094259519245057,-0.0009094259519245057,0.7668477318336054,0.5949466880986986,0.9883932445543,0.9095913305812652,0.8869829962947986,0.9095913305812652,0.9310158687886676,1.0,97,0
xception,2024,Deepfakes,360_437,1,darkening_sev3,darkening,3,0.9937565950388761,0.9896907216494846,0.9896907216494846,0.4586168059060163,0.4722190255822073,0.4586168059060163,0.41861604651738016,0.28817249543065077,0.1519602231930903,0.28817249543065077,0.3615352177678003,0.453805087071103,0.4742268041237113,15.59246273630673,-0.003387576833213717,-0.003387576833213717,0.7236371140197381,0.5313060432672501,0.985365341276733,0.8924461234856341,0.8632822788573751,0.8924461234856341,0.9189424447019157,1.0,97,0
xception,2024,Deepfakes,360_437,1,jpeg_sev1,jpeg,1,0.9713020810146922,0.9896907216494846,0.9896907216494846,0.44671236310063545,0.45935530522009105,0.44671236310063545,0.411638980744801,0.27914621815154544,0.14700536995831648,0.27914621815154544,0.35550407186004745,0.4425269552346248,0.4742268041237113,15.546010449989554,-0.028258578678996248,-0.028258578678996248,0.7987994164439667,0.43575298115995126,0.9853537188961834,0.9066385939408375,0.8893420449275005,0.9066385939408375,0.9134438269363802,1.0,97,0
xception,2024,Deepfakes,360_437,1,jpeg_sev2,jpeg,2,0.4746587676255359,0.44329896907216493,0.44329896907216493,0.2150010164117609,0.21896083153431403,0.2150010164117609,0.20282370177933823,0.12083719051332464,0.0663004497743861,0.12083719051332464,0.1490440177955063,0.23025141690615897,0.20618556701030927,16.373417667506896,-0.21709707890128352,-0.21709707890128352,0.40223565039623377,0.2652065450596844,0.5694590226321473,0.3850029361428169,0.36940680132337067,0.3850029361428169,0.40610058905220614,0.4329896907216495,97,0
xception,2024,Deepfakes,360_437,1,jpeg_sev3,jpeg,3,0.006318801781162572,0.0,0.0,0.029999649346590967,0.02252665570137707,0.029999649346590967,0.03468469489694817,0.011884331058671429,0.005435306755176669,0.011884331058671429,0.01752750432686489,0.05154867670031064,0.020618556701030927,17.094562097923042,0.0034821086389746664,0.0034821086389746664,0.006081311699716947,0.005303462095736814,0.028911057015859536,0.00030752311709039676,0.0,0.00030752311709039676,0.012282411164342779,0.010309278350515464,97,0
xception,2024,Deepfakes,360_437,1,resize_sev1,resize,1,0.9841769121049606,0.9896907216494846,0.9896907216494846,0.45846572350365106,0.47184402202418313,0.45846572350365106,0.4213560251490025,0.28823430651371246,0.15180426554584567,0.28823430651371246,0.36604497271642067,0.45575928425864093,0.4742268041237113,15.550157232382864,-0.006288484814240745,-0.006288484814240745,0.7749898330951782,0.4980143378248688,0.9966457174742841,0.9615573155749624,0.9540356079918909,0.9615573155749624,0.965451817992278,1.0,97,0
xception,2024,Deepfakes,360_437,1,resize_sev2,resize,2,0.9851254593465746,0.9896907216494846,0.9896907216494846,0.4555165731247324,0.4712405048285958,0.4555165731247324,0.41628554206920765,0.2851768697886532,0.15146790823894704,0.2851768697886532,0.35844079379596144,0.45309628813073033,0.4742268041237113,15.55403773317632,-0.00482453338648239,-0.00482453338648239,0.7695104572537941,0.5324741627963394,0.9921113128239362,0.9289543782505508,0.9143824346906857,0.9289543782505508,0.9372119874323384,1.0,97,0
xception,2024,Deepfakes,360_437,1,resize_sev3,resize,3,0.9487234572159875,0.9381443298969072,0.9381443298969072,0.44334560723220723,0.46656062460611003,0.44334560723220723,0.4020261179016718,0.27364468941913755,0.14919105672789365,0.27364468941913755,0.3392982521863942,0.44229729561215253,0.4639175257731959,15.553127259323277,-0.04139794824049641,-0.04139794824049641,0.7306130508479384,0.5915399496587589,0.9739082942745134,0.8516861160171775,0.8332019754484544,0.8516861160171775,0.864905849610024,0.9484536082474226,97,0
xception,2024,Deepfakes,435_456,1,brightening_sev1,brightening,1,0.9470346185590038,0.957983193277311,0.957983193277311,0.2597252203854653,0.283550574011429,0.2597252203854653,0.21928478331428927,0.20164544432547063,0.12022332155062114,0.20164544432547063,0.21074290652761848,0.26206346088890903,0.2857142857142857,12.790140873243828,-0.028136988587192217,-0.028136988587192217,0.8188983308686484,0.6011183904674678,0.9895169049768252,0.9162932579966929,0.884807035000121,0.9162932579966929,0.9298865094411829,0.9831932773109243,119,0
xception,2024,Deepfakes,435_456,1,brightening_sev2,brightening,2,0.9711750307503868,0.9747899159663865,0.9747899159663865,0.27331193463257186,0.2971753136573754,0.27331193463257186,0.22800016775971524,0.2160272401631639,0.12632629453194383,0.2160272401631639,0.22209934212418136,0.27448704335647484,0.29411764705882354,12.769649369376046,-0.01981464241232187,-0.01981464241232187,0.8496206393543663,0.5504287436307103,0.9728824211664074,0.8728130767324409,0.8112109040637658,0.8728130767324409,0.898055744490048,0.9663865546218487,119,0
xception,2024,Deepfakes,435_456,1,brightening_sev3,brightening,3,0.9146768801352557,0.9327731092436975,0.9327731092436975,0.2562609534458317,0.27997720934052805,0.2562609534458317,0.21360693485568297,0.20125916604072783,0.1189434075852058,0.20125916604072783,0.20498452385390573,0.256442021167931,0.2773109243697479,12.878759440253763,-0.06082572508407675,-0.06082572508407675,0.8026806620563999,0.48593753379448745,0.964092055693994,0.8430449721261886,0.7652350586555474,0.8430449721261886,0.8791060731071466,0.957983193277311,119,0
xception,2024,Deepfakes,435_456,1,clean,clean,0,0.9397021791263789,0.957983193277311,0.957983193277311,0.24873369288832659,0.2730316208385938,0.24873369288832659,0.21284028390576634,0.19140462251862045,0.11525622431839182,0.19140462251862045,0.20251854351653945,0.25397037679498996,0.2773109243697479,12.807887197542591,-0.025181107356079955,-0.025181107356079955,0.7760962622803675,0.6122147116590949,,,,,,,119,0
xception,2024,Deepfakes,435_456,1,darkening_sev1,darkening,1,0.9462546518369883,0.9663865546218487,0.9663865546218487,0.2518196601019934,0.2786008430163103,0.2518196601019934,0.2153554129916032,0.19381523301783227,0.11789286389969982,0.19381523301783227,0.20499693120112403,0.25798996255698703,0.2857142857142857,12.798885265318285,-0.022094864022581477,-0.022094864022581477,0.7609326848055885,0.614371509173838,0.983320300182417,0.9142424701642228,0.9012509479809724,0.9142424701642228,0.9201057706693024,0.957983193277311,119,0
xception,2024,Deepfakes,435_456,1,darkening_sev2,darkening,2,0.9526515848496381,0.9747899159663865,0.9747899159663865,0.2494184821149546,0.27594895003342323,0.2494184821149546,0.21302579923517612,0.19060843863225987,0.11616094713530256,0.19060843863225987,0.20132157394015404,0.2540594356928533,0.2857142857142857,12.83831651671594,-0.025503388347745903,-0.025503388347745903,0.7525777337493516,0.6137234607414037,0.9648893770248888,0.8700132889325449,0.8419884749906925,0.8700132889325449,0.8784879508998941,0.9495798319327731,119,0
xception,2024,Deepfakes,435_456,1,darkening_sev3,darkening,3,0.9862100557118905,0.9915966386554622,0.9915966386554622,0.26481301899265264,0.29139829586667226,0.26481301899265264,0.22340576267353213,0.20687273385824087,0.12402955701852,0.20687273385824087,0.21544466288958503,0.2682065479147086,0.29411764705882354,12.797336770706817,-0.006478806378460697,-0.006478806378460697,0.7584212953303041,0.5491609168278069,0.9577079961343604,0.8583151111316948,0.8170998561306346,0.8583151111316948,0.8749046110179252,0.9495798319327731,119,0
xception,2024,Deepfakes,435_456,1,jpeg_sev1,jpeg,1,0.4354154488713551,0.3865546218487395,0.3865546218487395,0.11814910017133112,0.12703006299606145,0.11814910017133112,0.10313652008581425,0.08677333255298318,0.05299616984869295,0.08677333255298318,0.09122920291504504,0.1235650741878689,0.11764705882352941,13.604492580189424,0.01018613550524391,0.01018613550524391,0.40103037232186295,0.34017078669195383,0.5042480842224863,0.36595375274791375,0.3340641573589612,0.36595375274791375,0.4092810308056092,0.42857142857142855,119,0
xception,2024,Deepfakes,435_456,1,jpeg_sev2,jpeg,2,0.008589404990980662,0.0,0.0,0.004494028872442805,0.0026052019194255363,0.004494028872442805,0.008599373141087116,0.002047076749756532,0.0007513662287556773,0.002047076749756532,0.004872317697974862,0.019831582101702813,0.0,14.33021071778626,0.007578756932887942,0.007578756932887942,0.008186454464429614,0.008054312536918566,0.07427656863288046,0.015657110278564663,0.007252421609077428,0.015657110278564663,0.043546580909223545,0.04201680672268908,119,0
xception,2024,Deepfakes,435_456,1,jpeg_sev3,jpeg,3,0.0007085782920152725,0.0,0.0,0.0006136357792573076,0.0003620836965905941,0.0006136357792573076,0.0011816531741533833,0.0002711079526100958,0.00010081261167112291,0.0002711079526100958,0.0006486064473670292,0.01289609381711643,0.0,14.3310638155256,0.0005192211382555881,0.0005192211382555881,0.0006318429945044984,0.0006193316058677674,0.061921050463110874,0.010678312839287007,0.003967088730794651,0.010678312839287007,0.023589068626411223,0.04201680672268908,119,0
xception,2024,Deepfakes,435_456,1,resize_sev1,resize,1,0.9881596324824485,0.9915966386554622,0.9915966386554622,0.26573429012122324,0.2965080625729334,0.26573429012122324,0.22326928123020015,0.20608957354064825,0.12542032542700904,0.20608957354064825,0.2143310245383947,0.2688036310462858,0.3025210084033613,12.790951744848941,-0.004811066539347635,-0.004811066539347635,0.7327930037589634,0.7162210550315741,0.9520051312342397,0.852822807167448,0.8275752892530112,0.852822807167448,0.8567091907584676,0.9495798319327731,119,0
xception,2024,Deepfakes,435_456,1,resize_sev2,resize,2,0.9541220582019883,0.9747899159663865,0.9747899159663865,0.2554628707145119,0.2869471520472222,0.2554628707145119,0.21338347001258723,0.19468456867895786,0.1207414865527426,0.19468456867895786,0.20082014086341665,0.25818881509021535,0.29411764705882354,12.9711281752386,-0.030828072525122558,-0.030828072525122558,0.7172784741748782,0.7162417504826889,0.8892347546346445,0.7306477950640411,0.716186676682755,0.7306477950640411,0.7284832223490653,0.9327731092436975,119,0
xception,2024,Deepfakes,435_456,1,resize_sev3,resize,3,0.5791983437497451,0.5630252100840336,0.5630252100840336,0.07399850517285493,0.08223970906310087,0.07399850517285493,0.07432935185474276,0.04982905161957075,0.033214547657368185,0.04982905161957075,0.059764362507675105,0.08732366416994726,0.09243697478991597,13.591234808208561,-0.2940350274218857,-0.2940350274218857,0.3012267414151746,0.3303606674904708,0.476758208088371,0.287143913032544,0.312013947367088,0.287143913032544,0.2766670315682658,0.5546218487394958,119,0
xception,2024,Deepfakes,437_360,1,brightening_sev1,brightening,1,0.9797214457652713,0.9932885906040269,0.9932885906040269,0.6907965834263047,0.723451280927112,0.6907965834263047,0.6060177561651494,0.4319149173912781,0.2429111582519302,0.4319149173912781,0.4929402263918496,0.6865986315590785,0.6778523489932886,15.706305420638731,-0.01321497271399967,-0.01321497271399967,0.732858225696989,0.6626326759727109,0.9745560412155783,0.839556660122394,0.826351066228832,0.839556660122394,0.8469018636877189,0.9932885906040269,149,0
xception,2024,Deepfakes,437_360,1,brightening_sev2,brightening,2,0.8212963720196046,0.8523489932885906,0.8523489932885906,0.5665334780547969,0.6123360583545211,0.5665334780547969,0.5050112220607097,0.34041288982722195,0.20246362459305514,0.34041288982722195,0.38928174613910427,0.5743709635803572,0.6308724832214765,15.966774518057804,-0.07426474723439885,-0.07426474723439885,0.6109070643601352,0.5137402030933124,0.8129648491666063,0.5909610848609137,0.5817309413623608,0.5909610848609137,0.5954796723646701,0.8523489932885906,149,0
xception,2024,Deepfakes,437_360,1,brightening_sev3,brightening,3,0.5869263176096841,0.5704697986577181,0.5704697986577181,0.38110412570419505,0.41366039451452485,0.38110412570419505,0.3510484392922009,0.20599492159352656,0.1317018427255515,0.20599492159352656,0.24000604571088593,0.39043991122552213,0.48322147651006714,16.36787996996169,-0.08778037057155055,-0.08778037057155055,0.42402178385715317,0.38081968778388064,0.5839746256796056,0.37035875907721594,0.36499438061083017,0.37035875907721594,0.37751742330208626,0.5704697986577181,149,0
